zip,latitude,longitude
20659,38.43,-76.73
20660,38.36,-76.69
20661,38.34,-76.88
20662,38.42,-77.19
20664,38.34,-76.92
20667,38.22,-76.44
20670,38.27,-76.42
20674,38.13,-76.49
20675,38.58,-77.02
20676,38.49,-76.53
20677,38.5,-77.03
20678,38.54,-76.58
20680,38.11,-76.37
20682,38.28,-76.85
20684,38.15,-76.41
20685,38.45,-76.5
20686,38.19,-76.42
20687,38.06,-76.34
20688,38.34,-76.47
20689,38.67,-76.59
20690,38.17,-76.53
20692,38.18,-76.5
20693,38.45,-77.09
20695,38.59,-76.97
20697,38.83,-76.88
20701,39.13,-76.79
20703,38.83,-76.88
20704,38.83,-76.88
20705,39.04,-76.91
20706,38.96,-76.85
20707,39.1,-76.87
20708,39.06,-76.84
20709,38.83,-76.88
20710,38.94,-76.93
20711,38.81,-76.67
20712,38.94,-76.96
20714,38.71,-76.54
20715,38.98,-76.74
20716,38.93,-76.72
20717,38.83,-76.88
20718,38.83,-76.88
20719,38.83,-76.88
20720,38.99,-76.79
20721,38.92,-76.79
20722,38.94,-76.95
20723,39.13,-76.86
20724,39.1,-76.8
20725,38.83,-76.88
20726,38.83,-76.88
20731,38.83,-76.88
20732,38.67,-76.54
20733,38.8,-76.52
20735,38.75,-76.9
20736,38.69,-76.62
20737,38.96,-76.92
20738,38.83,-76.88
20740,39,-76.93
20741,38.83,-76.88
20742,38.83,-76.88
20743,38.89,-76.91
20744,38.76,-76.99
20745,38.81,-76.99
20746,38.84,-76.91
20747,38.86,-76.89
20748,38.82,-76.94
20749,38.83,-76.88
20750,38.83,-76.88
20751,38.79,-76.55
20752,38.83,-76.88
20753,38.83,-76.88
20754,38.75,-76.65
20755,39.11,-76.74
20757,38.83,-76.88
20758,38.73,-76.59
20759,39.15,-76.94
20762,38.82,-76.88
20763,39.14,-76.82
20764,38.84,-76.51
20765,38.84,-76.55
20768,38.83,-76.88
20769,38.98,-76.82
20770,39,-76.88
20771,38.83,-76.88
20772,38.79,-76.78
20773,38.83,-76.88
20774,38.89,-76.81
20775,38.83,-76.88
20776,38.86,-76.62
20777,39.17,-76.96
20778,38.83,-76.56
20779,38.76,-76.57
20781,38.95,-76.94
20782,38.96,-76.96
20783,38.99,-76.97
20784,38.95,-76.89
20785,38.92,-76.89
20787,38.99,-76.98
20788,38.97,-76.95
20790,38.83,-76.88
20791,38.83,-76.88
20794,39.14,-76.79
20797,38.83,-76.88
20799,38.83,-76.88
20812,38.97,-77.14
20813,39.14,-77.21
20814,39,-77.1
20815,38.98,-77.08
20816,38.96,-77.11
20817,39,-77.14
20818,38.98,-77.16
20824,39.14,-77.21
20825,39.14,-77.21
20827,39.14,-77.21
20830,39.16,-77.07
20831,38.7,-76.54
20832,39.16,-77.07
20833,39.18,-77.06
20837,39.13,-77.41
20838,39.22,-77.38
20839,39.17,-77.41
20841,39.19,-77.32
20842,39.22,-77.42
20847,39.14,-77.21
20848,39.14,-77.21
20849,39.14,-77.21
20850,39.09,-77.17
20851,39.08,-77.12
20852,39.05,-77.12
20853,39.09,-77.09
20854,39.04,-77.2
20855,39.13,-77.15
20857,39.14,-77.21
20859,39.14,-77.21
20860,39.15,-77.03
20861,39.15,-77
20862,39.18,-77.02
20866,39.1,-76.93
20868,39.13,-76.96
20871,39.26,-77.29
20872,39.28,-77.23
20874,39.17,-77.28
20875,39.14,-77.21
20876,39.19,-77.24
20877,39.14,-77.19
20878,39.12,-77.24
20879,39.17,-77.19
20880,39.14,-77.18
20882,39.23,-77.16
20884,39.14,-77.21
20885,39.19,-77.2
20886,39.18,-77.2
20889,39.14,-77.21
20891,39.14,-77.21
20892,39,-77.1
20894,39.14,-77.21
20895,39.03,-77.08
20896,39.04,-77.09
20897,39.14,-77.21
20898,39.14,-77.21
20899,39.14,-77.22
20901,39.02,-77.01
20902,39.04,-77.05
20903,39.01,-76.98
20904,39.07,-76.98
20905,39.1,-76.99
20906,39.08,-77.06
20907,39.14,-77.21
20908,39.14,-77.21
20910,39,-77.03
20911,39.14,-77.21
20912,38.98,-77
20913,38.83,-76.88
20914,39.14,-77.21
20915,39.14,-77.21
20916,39.14,-77.21
20918,39.14,-77.21
20997,39.14,-77.21
21001,39.51,-76.18
21002,39.49,-76.2
21004,39.54,-76.33
21005,39.47,-76.14
21009,39.47,-76.3
21010,39.34,-76.27
21012,39.05,-76.5
21013,39.51,-76.49
21014,39.54,-76.35
21015,39.53,-76.31
21017,39.48,-76.24
21018,39.51,-76.39
21020,39.52,-76.8
21022,39.4,-76.67
21023,39.53,-76.74
21027,39.44,-76.59
21028,39.56,-76.25
21029,39.2,-76.94
21030,39.48,-76.64
21031,39.49,-76.66
21032,39.04,-76.59
21034,39.64,-76.22
21035,38.93,-76.65
21036,39.24,-77
21037,38.92,-76.54
21040,39.43,-76.3
21041,39.24,-76.94
21042,39.28,-76.86
21043,39.25,-76.8
21044,39.22,-76.88
21045,39.21,-76.83
21046,39.18,-76.85
21047,39.52,-76.43
21048,39.51,-76.91
21050,39.57,-76.39
21051,39.47,-76.45
21052,39.21,-76.45
21053,39.7,-76.71
21054,39.04,-76.68
21055,39.44,-76.59
21056,39.08,-76.43
21057,39.45,-76.5
21060,39.16,-76.59
21061,39.16,-76.63
21062,38.97,-76.59
21071,39.47,-76.81
21074,39.61,-76.85
21075,39.2,-76.75
21076,39.17,-76.72
21077,39.16,-76.7
21078,39.55,-76.11
21080,39.53,-77.05
21082,39.47,-76.46
21084,39.61,-76.46
21085,39.43,-76.36
21087,39.44,-76.41
21088,39.53,-77.05
21090,39.21,-76.66
21092,39.44,-76.59
21093,39.44,-76.64
21094,39.44,-76.59
21098,38.97,-76.59
21102,39.69,-76.85
21104,39.36,-76.91
21105,39.71,-76.65
21106,38.97,-76.58
21108,39.1,-76.62
21111,39.58,-76.59
21113,39.08,-76.71
21114,39.01,-76.69
21117,39.42,-76.78
21120,39.66,-76.66
21122,39.13,-76.52
21123,38.97,-76.59
21128,39.4,-76.45
21130,39.47,-76.2
21131,39.5,-76.57
21132,39.7,-76.43
21133,39.38,-76.8
21136,39.47,-76.81
21139,39.44,-76.59
21140,38.95,-76.58
21144,39.13,-76.69
21146,39.08,-76.56
21150,39.24,-76.94
21152,39.54,-76.67
21153,39.41,-76.73
21154,39.66,-76.35
21155,39.57,-76.82
21156,39.44,-76.39
21157,39.56,-76.99
21158,39.62,-77.03
21160,39.71,-76.32
21161,39.66,-76.57
21162,39.39,-76.41
21163,39.34,-76.85
21176,39.54,-77.12
21201,39.3,-76.62
21202,39.3,-76.61
21203,39.28,-76.62
21204,39.41,-76.63
21205,39.3,-76.57
21206,39.34,-76.54
21207,39.32,-76.72
21208,39.38,-76.73
21209,39.37,-76.67
21210,39.35,-76.63
21211,39.33,-76.63
21212,39.36,-76.61
21213,39.31,-76.58
21214,39.35,-76.56
21215,39.35,-76.68
21216,39.31,-76.67
21217,39.31,-76.64
21218,39.33,-76.61
21219,39.23,-76.45
21220,39.34,-76.42
21221,39.31,-76.45
21222,39.26,-76.51
21223,39.29,-76.65
21224,39.28,-76.56
21225,39.23,-76.61
21226,39.21,-76.57
21227,39.24,-76.68
21228,39.28,-76.74
21229,39.28,-76.69
21230,39.27,-76.63
21231,39.29,-76.59
21233,39.28,-76.62
21234,39.39,-76.54
21235,39.28,-76.62
21236,39.39,-76.49
21237,39.33,-76.5
21239,39.36,-76.59
21240,39.14,-76.65
21241,39.28,-76.62
21244,39.34,-76.76
21250,39.26,-76.71
21251,39.44,-76.59
21252,39.39,-76.61
21260,39.28,-76.62
21263,39.28,-76.62
21264,39.28,-76.62
21265,39.28,-76.62
21268,39.28,-76.62
21270,39.28,-76.62
21273,39.28,-76.62
21274,39.28,-76.62
21275,39.28,-76.62
21278,39.28,-76.62
21279,39.28,-76.62
21280,39.28,-76.62
21281,39.28,-76.62
21282,39.44,-76.59
21283,39.28,-76.62
21284,39.44,-76.59
21285,39.44,-76.59
21286,39.4,-76.58
21287,39.3,-76.59
21288,39.28,-76.62
21289,39.28,-76.62
21290,39.29,-76.62
21297,39.28,-76.62
21298,39.28,-76.62
21401,39,-76.5
21402,38.99,-76.47
21403,38.95,-76.48
21404,38.97,-76.59
21405,39.03,-76.54
21411,38.97,-76.59
21412,38.97,-76.59
21501,39.58,-78.69
21502,39.65,-78.77
21503,39.58,-78.69
21504,39.58,-78.69
21505,39.59,-78.84
21520,39.63,-79.31
21521,39.54,-79.02
21522,39.61,-79.24
21523,39.48,-79.07
21524,39.7,-78.79
21528,39.65,-78.9
21529,39.72,-78.78
21530,39.7,-78.54
21531,39.66,-79.42
21532,39.65,-78.94
21536,39.68,-79.17
21538,39.4,-79.2
21539,39.58,-78.99
21540,39.48,-79.06
21541,39.56,-79.36
21542,39.59,-78.95
21543,39.64,-78.95
21545,39.7,-78.87
21550,39.41,-79.39
21555,39.58,-78.56
21556,39.57,-78.84
21557,39.51,-78.92
21560,39.56,-78.71
21561,39.48,-79.21
21562,39.49,-79.04
21601,38.78,-76.08
21606,38.76,-76.18
21607,39.14,-75.86
21609,38.74,-75.96
21610,39.37,-76.06
21612,38.75,-76.27
21613,38.55,-76.09
21617,39.05,-76.05
21619,38.95,-76.28
21620,39.22,-76.1
21622,38.39,-76.17
21623,39.12,-75.97
21624,38.84,-76.27
21625,38.88,-75.99
21626,38.34,-76.1
21627,38.18,-76.04
21628,39.24,-75.92
21629,38.87,-75.83
21631,38.59,-75.94
21632,38.71,-75.77
21634,38.29,-76.2
21635,39.35,-75.85
21636,39.03,-75.79
21638,38.95,-76.21
21639,38.97,-75.8
21640,39.08,-75.8
21641,38.92,-75.94
21643,38.64,-75.86
21644,39.09,-75.87
21645,39.33,-75.97
21647,38.81,-76.29
21648,38.49,-76.24
21649,39.12,-75.76
21650,39.31,-75.81
21651,39.25,-75.86
21652,38.8,-76.15
21653,38.75,-76.18
21654,38.69,-76.15
21655,38.75,-75.91
21656,39.03,-76.09
21657,38.95,-75.97
21658,38.96,-76.14
21659,38.58,-75.78
21660,38.95,-75.88
21661,39.14,-76.23
21662,38.71,-76.21
21663,38.78,-76.22
21664,38.61,-75.95
21665,38.75,-76.32
21666,38.94,-76.34
21667,39.34,-76.05
21668,39.2,-75.85
21669,38.46,-76.3
21670,38.89,-75.86
21671,38.71,-76.34
21672,38.28,-76.06
21673,38.66,-76.07
21675,38.29,-76.08
21676,38.8,-76.3
21677,38.51,-76.18
21678,39.3,-76.1
21679,38.93,-76.06
21681,38.89,-75.86
21682,38.89,-75.86
21683,38.89,-75.86
21684,38.89,-75.86
21685,38.89,-75.86
21686,38.89,-75.86
21687,38.89,-75.86
21688,38.89,-75.86
21690,39.03,-76.09
21701,39.42,-77.39
21702,39.45,-77.44
21703,39.39,-77.45
21704,39.36,-77.38
21705,39.47,-77.39
21709,39.47,-77.39
21710,39.3,-77.47
21711,39.65,-78.02
21713,39.52,-77.66
21714,39.42,-77.51
21715,39.39,-77.66
21716,39.31,-77.62
21717,39.33,-77.43
21718,39.39,-77.63
21719,39.71,-77.49
21720,39.65,-77.58
21721,39.64,-77.64
21722,39.66,-77.92
21723,39.32,-77.02
21727,39.7,-77.33
21733,39.55,-77.76
21734,39.61,-77.71
21736,39.52,-77.92
21737,39.27,-77
21738,39.28,-77.02
21740,39.63,-77.73
21741,39.69,-77.74
21742,39.66,-77.68
21746,39.56,-77.72
21747,39.52,-77.92
21748,39.52,-77.92
21749,39.52,-77.92
21750,39.69,-78.22
21754,39.34,-77.3
21755,39.37,-77.56
21756,39.46,-77.69
21757,39.58,-77.27
21758,39.34,-77.66
21759,39.57,-77.29
21762,39.48,-77.25
21764,39.53,-77.05
21765,39.34,-77.07
21766,39.66,-78.4
21767,39.7,-77.75
21769,39.45,-77.55
21770,39.35,-77.25
21771,39.38,-77.16
21773,39.53,-77.56
21774,39.41,-77.29
21775,39.56,-77.29
21776,39.53,-77.1
21777,39.28,-77.53
21778,39.61,-77.34
21779,39.43,-77.66
21780,39.68,-77.47
21781,39.57,-77.76
21782,39.45,-77.75
21783,39.66,-77.57
21784,39.4,-76.97
21787,39.67,-77.17
21788,39.6,-77.41
21790,39.25,-77.49
21791,39.55,-77.18
21792,39.47,-77.39
21793,39.48,-77.35
21794,39.3,-76.98
21795,39.6,-77.82
21797,39.34,-77.06
21798,39.54,-77.31
21801,38.37,-75.61
21802,38.39,-75.63
21803,38.39,-75.63
21804,38.36,-75.57
21810,38.29,-75.69
21811,38.34,-75.19
21813,38.43,-75.18
21814,38.3,-75.89
21817,37.99,-75.85
21821,38.16,-75.93
21822,38.28,-75.65
21824,37.99,-76.02
21826,38.32,-75.62
21829,38.1,-75.39
21830,38.41,-75.69
21831,38.42,-75.69
21835,38.54,-75.95
21836,38.07,-75.73
21837,38.47,-75.74
21838,38.02,-75.74
21840,38.27,-75.9
21841,38.25,-75.29
21842,38.39,-75.07
21843,38.22,-75.32
21849,38.36,-75.46
21850,38.38,-75.4
21851,38.07,-75.55
21852,38.39,-75.63
21853,38.21,-75.7
21856,38.33,-75.8
21857,38.09,-75.89
21861,38.54,-75.72
21862,38.4,-75.21
21863,38.19,-75.41
21864,38.04,-75.41
21865,38.32,-75.88
21866,37.97,-76.02
21867,38.11,-75.79
21868,38.11,-75.79
21869,38.49,-75.84
21870,38.09,-75.89
21871,38.1,-75.71
21872,38.41,-75.3
21874,38.4,-75.35
21875,38.45,-75.56
21890,38.09,-75.89
21901,39.59,-75.96
21902,39.55,-76.07
21903,39.57,-76.05
21904,39.62,-76.09
21911,39.69,-76.05
21912,39.44,-75.8
21913,39.4,-75.87
21914,39.57,-75.98
21915,39.52,-75.84
21916,39.54,-76
21917,39.67,-76.1
21918,39.68,-76.15
21919,39.43,-75.96
21920,39.66,-75.82
21921,39.63,-75.84
21922,39.59,-75.95
21930,39.37,-75.88
22002,38.69,-78.14
22003,38.83,-77.21
22009,38.83,-77.29
22015,38.79,-77.28
22026,38.58,-77.33
22027,38.89,-77.22
22030,38.85,-77.33
22031,38.86,-77.26
22032,38.82,-77.29
22033,38.87,-77.39
22034,38.83,-77.29
22035,38.86,-77.36
22036,38.74,-77.08
22037,38.83,-77.29
22038,38.85,-77.3
22039,38.76,-77.32
22040,38.88,-77.17
22041,38.85,-77.14
22042,38.86,-77.19
22043,38.9,-77.2
22044,38.86,-77.15
22046,38.89,-77.18
22047,38.83,-77.29
22060,38.71,-77.17
22066,39,-77.3
22067,38.96,-77.23
22079,38.7,-77.2
22081,38.87,-77.23
22082,38.83,-77.29
22092,38.83,-77.29
22093,39.09,-77.65
22095,38.83,-77.29
22096,38.83,-77.29
22101,38.93,-77.17
22102,38.94,-77.22
22103,38.83,-77.29
22106,38.83,-77.29
22109,38.92,-77.23
22116,38.87,-77.23
22118,38.83,-77.29
22119,38.83,-77.29
22120,38.83,-77.29
22121,38.83,-77.43
22122,38.83,-77.29
22124,38.89,-77.32
22125,38.68,-77.26
22134,38.5,-77.33
22135,38.72,-77.47
22150,38.78,-77.19
22151,38.8,-77.21
22152,38.78,-77.23
22153,38.75,-77.24
22156,38.83,-77.29
22158,38.83,-77.29
22159,38.83,-77.29
22160,38.83,-77.29
22161,38.81,-77.22
22172,38.56,-77.36
22180,38.89,-77.25
22181,38.9,-77.29
22182,38.92,-77.26
22183,38.83,-77.29
22184,38.83,-77.29
22185,38.83,-77.29
22191,38.63,-77.27
22192,38.68,-77.31
22193,38.65,-77.34
22194,38.72,-77.47
22195,38.72,-77.47
22199,38.83,-77.29
22201,38.89,-77.1
22202,38.86,-77.06
22203,38.87,-77.11
22204,38.86,-77.1
22205,38.88,-77.14
22206,38.84,-77.09
22207,38.9,-77.13
22209,38.89,-77.07
22210,38.88,-77.11
22211,38.88,-77.07
22212,38.88,-77.11
22213,38.89,-77.16
22214,38.88,-77.11
22215,38.88,-77.11
22216,38.88,-77.11
22217,38.88,-77.11
22218,38.88,-77.11
22219,38.88,-77.11
22222,38.86,-77.05
22223,38.88,-77.11
22225,38.88,-77.11
22226,38.88,-77.1
22227,38.88,-77.11
22229,38.88,-77.11
22230,38.88,-77.11
22234,38.88,-77.11
22240,38.86,-77.05
22241,38.88,-77.11
22242,38.85,-77.05
22243,38.86,-77.05
22244,38.85,-77.05
22245,38.85,-77.05
22246,38.88,-77.11
22301,38.82,-77.06
22302,38.83,-77.08
22303,38.79,-77.08
22304,38.81,-77.12
22305,38.84,-77.06
22306,38.76,-77.09
22307,38.77,-77.06
22308,38.73,-77.06
22309,38.73,-77.11
22310,38.78,-77.12
22311,38.84,-77.12
22312,38.82,-77.15
22313,38.82,-77.09
22314,38.81,-77.05
22315,38.76,-77.15
22320,38.8,-77.05
22321,38.83,-77.29
22331,38.8,-77.07
22332,38.8,-77.07
22333,38.82,-77.09
22334,38.82,-77.09
22336,38.82,-77.09
22393,38.1,-78.96
22401,38.3,-77.47
22402,38.3,-77.49
22403,38.42,-77.46
22404,38.3,-77.49
22405,38.32,-77.43
22406,38.39,-77.55
22407,38.27,-77.56
22408,38.24,-77.46
22412,38.18,-77.66
22427,38.04,-77.31
22428,38.01,-77.36
22430,38.39,-77.37
22432,37.86,-76.36
22433,38.34,-77.86
22435,38,-76.56
22436,38.07,-77.1
22437,37.79,-76.79
22438,38.04,-77.01
22442,38.12,-76.79
22443,38.23,-76.97
22446,38.17,-77.41
22448,38.34,-77.03
22451,38.27,-77.17
22454,37.85,-76.81
22456,37.85,-76.41
22460,37.86,-76.63
22463,38.47,-77.46
22469,38.09,-76.64
22471,38.4,-77.58
22472,37.95,-76.64
22473,37.89,-76.36
22476,38.04,-77.08
22480,37.67,-76.41
22481,38.27,-77.17
22482,37.73,-76.34
22485,38.28,-77.16
22486,37.67,-76.42
22488,38.05,-76.58
22501,38.02,-77.56
22503,37.73,-76.52
22504,37.76,-76.73
22507,37.76,-76.5
22508,38.33,-77.77
22509,38.1,-77.07
22511,37.99,-76.49
22513,37.75,-76.51
22514,37.99,-77.29
22517,37.75,-76.58
22520,38.13,-76.76
22523,37.79,-76.61
22524,38.12,-76.68
22526,38.27,-77.17
22528,37.71,-76.41
22529,38.01,-76.68
22530,37.91,-76.29
22534,38.08,-77.67
22535,38.16,-77.18
22538,38.22,-77.27
22539,37.85,-76.28
22542,38.3,-77.88
22544,38.27,-77.17
22545,38.51,-77.54
22546,37.96,-77.48
22547,38.27,-77.17
22548,37.83,-76.71
22552,38.01,-77.23
22553,38.21,-77.64
22554,38.46,-77.43
22555,38.42,-77.46
22558,38.12,-76.79
22560,37.92,-76.91
22565,38.14,-77.52
22567,38.23,-77.91
22570,37.95,-76.62
22572,37.96,-76.76
22576,37.68,-76.44
22577,38.07,-76.55
22578,37.64,-76.36
22579,37.81,-76.31
22580,38.1,-77.44
22581,38.12,-76.79
22601,39.18,-78.17
22602,39.16,-78.25
22603,39.27,-78.19
22604,39.17,-78.17
22606,38.11,-77.33
22610,38.82,-78.27
22611,39.16,-77.98
22620,39.06,-78.04
22622,39.25,-78.07
22623,38.85,-78.14
22624,39.27,-78.08
22625,39.35,-78.31
22626,38.98,-78.4
22627,38.77,-78.09
22630,38.93,-78.17
22637,39.25,-78.35
22638,39.24,-78.29
22639,38.81,-78.02
22640,38.81,-78.14
22641,39.08,-78.4
22642,38.93,-78.06
22643,38.91,-77.99
22644,38.94,-78.48
22645,39.02,-78.28
22646,39.07,-78.04
22649,39,-78.25
22650,38.77,-78.37
22651,38.95,-78.21
22652,38.82,-78.45
22654,39.04,-78.47
22655,39.08,-78.21
22656,39.23,-78.1
22657,39,-78.36
22660,38.95,-78.44
22663,39.05,-78.12
22664,38.88,-78.52
22701,38.46,-78
22709,38.31,-78.24
22711,38.48,-78.27
22712,38.56,-77.76
22713,38.55,-78.15
22714,38.51,-77.9
22715,38.41,-78.18
22716,38.63,-78.11
22718,38.49,-77.82
22719,38.53,-78.25
22720,38.47,-77.64
22721,38.43,-78.27
22722,38.45,-78.24
22723,38.33,-78.38
22724,38.63,-77.9
22725,38.43,-78.27
22726,38.41,-77.82
22727,38.39,-78.29
22728,38.59,-77.71
22729,38.37,-78.02
22730,38.37,-78.19
22731,38.35,-78.26
22732,38.31,-78.2
22733,38.32,-78.06
22734,38.53,-77.8
22735,38.48,-78.18
22736,38.39,-77.68
22737,38.59,-77.99
22738,38.3,-78.29
22739,38.51,-77.6
22740,38.64,-78.24
22741,38.44,-77.9
22742,38.46,-77.7
22743,38.51,-78.34
22746,38.64,-78.03
22747,38.73,-78.17
22748,38.37,-78.38
22749,38.63,-78.18
22801,38.43,-78.88
22802,38.48,-78.86
22807,38.44,-78.87
22810,38.82,-78.77
22811,38.8,-78.97
22812,38.4,-79
22815,38.62,-78.81
22820,38.73,-79.02
22821,38.44,-78.99
22824,38.83,-78.61
22827,38.4,-78.63
22830,38.64,-78.95
22831,38.58,-79.04
22832,38.45,-78.78
22833,38.53,-78.86
22834,38.54,-78.87
22835,38.67,-78.46
22840,38.39,-78.73
22841,38.36,-78.91
22842,38.77,-78.69
22843,38.34,-79.12
22844,38.65,-78.66
22845,38.79,-78.81
22846,38.37,-78.8
22847,38.7,-78.7
22848,38.38,-78.89
22849,38.5,-78.62
22850,38.55,-78.92
22851,38.57,-78.51
22853,38.64,-78.76
22865,38.66,-78.43
22875,38.67,-78.47
22880,38.06,-78.88
22901,38.07,-78.5
22902,38.01,-78.48
22903,38.03,-78.53
22904,38.04,-78.49
22905,38.04,-78.49
22906,38.04,-78.49
22907,38.04,-78.49
22908,38.04,-78.49
22909,38.02,-78.45
22910,38.04,-78.49
22911,38.08,-78.42
22920,37.99,-78.8
22922,37.69,-78.93
22923,38.17,-78.33
22924,38,-78.73
22931,37.89,-78.7
22932,38.12,-78.71
22935,38.25,-78.57
22936,38.15,-78.48
22937,37.8,-78.61
22938,37.86,-78.78
22939,38.1,-78.97
22940,38.2,-78.59
22942,38.13,-78.2
22943,38.04,-78.76
22945,38.07,-78.6
22946,37.86,-78.56
22947,38.03,-78.33
22948,38.35,-78.12
22949,37.78,-78.89
22952,37.97,-78.96
22953,38.43,-78.27
22954,37.79,-79
22957,38.22,-78.19
22958,37.91,-78.9
22959,37.94,-78.64
22960,38.23,-78.08
22963,37.87,-78.31
22964,37.73,-78.99
22965,38.33,-78.48
22967,37.79,-78.99
22968,38.23,-78.41
22969,37.79,-78.69
22971,37.75,-78.8
22972,38.21,-78.22
22973,38.3,-78.46
22974,37.96,-78.26
22976,37.84,-79.02
22980,38.08,-78.9
22987,38.18,-78.62
22989,38.29,-78.12
23001,37.29,-76.41
23002,37.34,-77.96
23003,37.43,-76.6
23004,37.67,-78.39
23005,37.75,-77.47
23009,37.79,-77.18
23011,37.48,-76.81
23014,37.73,-77.89
23015,37.93,-77.64
23017,37.42,-76.51
23018,37.42,-76.51
23021,37.39,-76.37
23022,37.73,-78.27
23023,37.78,-76.95
23024,37.96,-77.77
23025,37.42,-76.37
23027,37.65,-78.12
23030,37.34,-77.07
23031,37.6,-76.45
23032,37.67,-76.68
23035,37.51,-76.38
23038,37.76,-78.14
23039,37.64,-77.81
23040,37.52,-78.26
23043,37.55,-76.34
23045,37.43,-76.27
23047,37.86,-77.47
23050,37.49,-76.44
23054,37.73,-77.89
23055,37.78,-78.23
23056,37.38,-76.36
23058,37.53,-77.42
23059,37.69,-77.54
23060,37.66,-77.53
23061,37.41,-76.53
23062,37.26,-76.5
23063,37.7,-78
23064,37.51,-76.3
23065,37.8,-77.92
23066,37.5,-76.28
23067,37.83,-77.99
23068,37.49,-76.34
23069,37.75,-77.34
23070,37.55,-76.39
23071,37.53,-76.46
23072,37.29,-76.47
23075,37.54,-77.32
23076,37.48,-76.31
23079,37.75,-76.67
23081,37.22,-76.78
23083,37.3,-78.11
23084,37.9,-78.1
23085,37.71,-76.86
23086,37.64,-77.03
23089,37.44,-76.91
23090,37.24,-76.45
23091,37.64,-76.83
23092,37.59,-76.51
23093,38,-78.05
23101,37.55,-77.89
23102,37.71,-77.82
23103,37.64,-77.73
23104,37.3,-76.53
23105,37.35,-77.94
23106,37.7,-77.2
23107,37.29,-76.4
23108,37.64,-76.74
23109,37.44,-76.31
23110,37.57,-76.78
23111,37.61,-77.32
23112,37.43,-77.65
23113,37.51,-77.64
23115,37.83,-76.88
23116,37.66,-77.37
23117,38.01,-77.87
23119,37.45,-76.29
23120,37.42,-77.78
23123,37.66,-78.29
23124,37.55,-77.07
23125,37.34,-76.28
23126,37.9,-77.15
23127,37.31,-76.75
23128,37.46,-76.43
23129,37.7,-77.77
23130,37.41,-76.28
23131,37.31,-76.52
23138,37.37,-76.3
23139,37.56,-77.9
23140,37.44,-77.04
23141,37.51,-77.15
23146,37.73,-77.69
23147,37.38,-77.03
23148,37.84,-77.06
23149,37.58,-76.61
23150,37.52,-77.29
23153,37.79,-77.97
23154,37.42,-76.51
23155,37.42,-76.51
23156,37.5,-76.72
23160,37.73,-77.89
23161,37.7,-76.93
23162,37.77,-77.45
23163,37.36,-76.3
23168,37.4,-76.82
23169,37.6,-76.46
23170,37.94,-78
23173,37.52,-77.49
23175,37.65,-76.6
23176,37.57,-76.42
23177,37.73,-77
23178,37.4,-76.46
23180,37.71,-76.63
23181,37.56,-76.83
23183,37.36,-76.53
23184,37.29,-76.53
23185,37.26,-76.7
23186,37.27,-76.72
23187,37.31,-76.75
23188,37.32,-76.76
23190,37.48,-76.64
23191,37.42,-76.51
23192,37.81,-77.69
23201,37.54,-77.43
23218,37.52,-77.49
23219,37.54,-77.44
23220,37.55,-77.46
23221,37.56,-77.49
23222,37.57,-77.43
23223,37.54,-77.4
23224,37.51,-77.46
23225,37.52,-77.5
23226,37.58,-77.52
23227,37.61,-77.45
23228,37.62,-77.49
23229,37.59,-77.56
23230,37.58,-77.49
23231,37.48,-77.36
23232,37.52,-77.41
23233,37.62,-77.62
23234,37.46,-77.47
23235,37.52,-77.57
23236,37.48,-77.58
23237,37.41,-77.45
23238,37.73,-77.89
23240,37.52,-77.49
23241,37.52,-77.49
23242,37.53,-77.42
23249,37.52,-77.49
23250,37.51,-77.33
23255,37.53,-77.42
23260,37.52,-77.49
23261,37.52,-77.49
23266,37.57,-77.53
23269,37.52,-77.49
23270,37.52,-77.49
23272,37.52,-77.49
23273,37.52,-77.49
23274,37.52,-77.49
23275,37.52,-77.49
23276,37.52,-77.49
23278,37.52,-77.49
23279,37.52,-77.49
23280,37.64,-77.47
23282,37.52,-77.49
23284,37.55,-77.45
23285,37.52,-77.49
23286,37.52,-77.49
23288,37.53,-77.42
23289,37.53,-77.42
23290,37.52,-77.49
23291,37.52,-77.49
23292,37.52,-77.49
23293,37.52,-77.49
23294,37.63,-77.55
23297,37.39,-77.56
23298,37.54,-77.43
23301,37.71,-75.67
23302,37.87,-75.54
23303,37.89,-75.51
23304,36.99,-76.57
23306,37.56,-75.86
23307,37.43,-75.88
23308,37.83,-75.62
23310,37.26,-75.97
23313,37.2,-75.95
23314,36.94,-76.54
23315,36.74,-76.85
23316,37.28,-75.97
23320,36.76,-76.25
23321,36.83,-76.42
23322,36.69,-76.23
23323,36.76,-76.34
23324,36.81,-76.27
23325,36.81,-76.24
23326,36.78,-76.24
23327,36.71,-76.28
23328,36.71,-76.28
23336,37.93,-75.37
23337,37.93,-75.47
23341,37.58,-75.86
23345,37.74,-75.7
23347,37.35,-75.94
23350,37.52,-75.86
23351,37.53,-75.82
23354,37.48,-75.9
23356,38,-75.42
23357,37.75,-75.68
23358,37.64,-75.87
23359,37.88,-75.6
23380,37.53,-75.82
23389,37.66,-75.83
23395,37.96,-75.45
23396,37.92,-75.56
23397,36.9,-76.69
23398,37.53,-75.88
23399,37.92,-75.62
23401,37.62,-75.77
23404,37.64,-75.67
23405,37.43,-75.93
23407,37.85,-75.56
23408,37.42,-75.88
23409,37.86,-75.63
23410,37.65,-75.74
