pmid,authors
18628291,"Zhang, Xiaohua Douglas|Kuan, Pei Fen|Ferrer, Marc|Shu, Xiaohua|Liu, Yingxue C|Gates, Adam T|Kunapuli, Priya|Stec, Erica M|Xu, Min|Marine, Shane D|Holder, Daniel J|Strulovici, Berta|Heyse, Joseph F|Espeseth, Amy S"
15474370,"Alvarez, Alejandra R|Sandoval, Pablo C|Leal, Nancy R|Castro, Paula U|Kosik, Kenneth S"
17768125,"Shen, Huiling|Xu, Wenlin|Wu, Zhaoyang|Tang, Huarong|Xie, Yanyan|Zhong, Ximing"
16490172,"Gao, Li-fang|Wen, Lian-ji|Yu, Hao|Zhang, Ling|Meng, Yan|Shao, Yue-ting|Xu, De-qi|Zhao, Xue-jian"
17170108,"Xie, Zhongcong|Dong, Yuanlin|Maeda, Uta|Xia, Weiming|Tanzi, Rudolph E"
17440441,"Kim, Soo In|Shin, Duckhyang|Choi, Tae Hyun|Lee, Jong Chan|Cheon, Gi-Jeong|Kim, Ki-Yong|Park, Mahnhoon|Kim, Meehyein"
17972920,"Choy, E Y-W|Kok, K-H|Tsao, S W|Jin, D-Y"
18284215,"Banerjee, Snigdha|Mehta, Smita|Haque, Inamul|Sengupta, Krishanu|Dhar, Kakali|Kambhampati, Suman|Van Veldhuizen, Peter J|Banerjee, Sushanta K"
17481398,"Saglietti, Laura|Dequidt, Caroline|Kamieniarz, Kinga|Rousset, Marie-Claude|Valnegri, Pamela|Thoumine, Olivier|Beretta, Francesca|Fagni, Laurent|Choquet, Daniel|Sala, Carlo|Sheng, Morgan|Passafaro, Maria"
12631733,"Lillico, Simon|Field, Mark C|Blundell, Pat|Coombs, Graham H|Mottram, Jeremy C"
18652850,"Barro-Soria, Ren&eacute;|Schreiber, Rainer|Kunzelmann, Karl"
17055406,"Fewell, Gwen D|Schmitt, Karin"
16948906,"Wang, Fang|Wang, Li-feng|Yang, An-gang|Zhang, Wang-gang|Zhang, Yong|Zhu, Qing"
14532264,"Mandelboim, Michal|Barth, Sarit|Biton, Moshe|Liang, Xue-hai|Michaeli, Shulamit"
417440,"Lemos, M V|Menezes, H"
16572063,"Dallas, Anne|Vlassov, Alexander V"
16506526,"Nekhai, Sergei|Jerebtsova, Marina"
17030814,"Daly, Christopher|Pasnikowski, Elizabeth|Burova, Elena|Wong, Vivian|Aldrich, Thomas H|Griffiths, Jennifer|Ioffe, Ella|Daly, Thomas J|Fandl, James P|Papadopoulos, Nick|McDonald, Donald M|Thurston, Gavin|Yancopoulos, George D|Rudge, John S"
17145501,"Sarkisian, Matthew R|Bartley, Christopher M|Chi, Hongbo|Nakamura, Fumihiko|Hashimoto-Torii, Kazue|Torii, Masaaki|Flavell, Richard A|Rakic, Pasko"
15236758,"Geley, Stephan|M&uuml;ller, Christiane"
14655125,"Surowiak, Pawe&#322;"
17948309,"Song, Jia L|Wessel, Gary M"
17088146,"Le, Lien Quynh|Mahler, Vera|Lorenz, Yvonne|Scheurer, Stephan|Biemelt, Sophia|Vieths, Stefan|Sonnewald, Uwe"
16039564,"Eshed, Yael|Feinberg, Konstantin|Poliak, Sebastian|Sabanay, Helena|Sarig-Nadir, Offra|Spiegel, Ivo|Bermingham, John R|Peles, Elior"
16629386,"Brown, Anthony E|Catteruccia, Flaminia"
16809610,"Shammas, Masood A|Neri, Paola|Koley, Hemanta|Batchu, Ramesh B|Bertheau, Robert C|Munshi, Vidit|Prabhala, Rao|Fulciniti, Mariateresa|Tai, Yu Tzu|Treon, Steven P|Goyal, Raj K|Anderson, Kenneth C|Munshi, Nikhil C"
16219785,"Lyalin, Dmitry|Koles, Kate|Roosendaal, Sigrid D|Repnikova, Elena|Van Wechel, Laura|Panin, Vladislav M"
16629385,"Rondinone, Cristina M"
16629384,"Rossi, John J"
15662727,"Griffith, Elen|Coutts, Amanda S|Black, Donald M"
16629383,"Gaur, Rajesh K"
16629382,"Morris, Kevin V"
16629381,"Gaur, Rajesh K|Rossi, John J"
16391811,"Charames, George S|Bapat, Bharati"
15990402,"Sui, Guangchao|Shi, Yang"
18677378,"Gong, Yi Lei|Guan, Li Zhao|Hou, Lin|Shen, Qi|Sun, Ying|Wang, Jiao Chen|Zhang, Bo"
15474305,"Hacker, David L|Bertschinger, Martin|Baldi, Lucia|Wurm, Florian M"
16948865,"Westerhout, Ellen M|ter Brake, Olivier|Berkhout, Ben"
17604223,"Bala&ntilde;a-Fouce, Rafael|Reguera, Rosa M"
15728253,"Deroanne, Christophe F|Hamelryckx, Delphine|Ho, T T Giang|Lambert, Charles A|Catroux, Philippe|Lapi&egrave;re, Charles M|Nusgens, Betty V"
16309885,"Arjona, Alvaro|Sarkar, Dipak K"
16957053,"Machida, Yuichi J|Chen, Yuefeng|Machida, Yuka|Malhotra, Ankit|Sarkar, Sukumar|Dutta, Anindya"
18308732,"Ogo, Yuko|Kobayashi, Takanori|Nakanishi Itai, Reiko|Nakanishi, Hiromi|Kakei, Yusuke|Takahashi, Michiko|Toki, Seiichi|Mori, Satoshi|Nishizawa, Naoko K"
15728250,"Shomron, Noam|Alberstein, Moti|Reznik, Mika|Ast, Gil"
17325690,"Zou, Lin|Wang, Zhu|Shen, Li|Bao, Guo Bin|Wang, Tian|Kang, Jiu Hong|Pei, Gang"
15990393,"Siomi, Mikiko C|Siomi, Haruhiko"
15687288,"Fernandez, Anita G|Gunsalus, Kristin C|Huang, Jerry|Chuang, Ling-Shiang|Ying, Nancy|Liang, Hsiao-Lan|Tang, Caroline|Schetter, Aaron J|Zegar, Charles|Rual, Jean-Fran&ccedil;ois|Hill, David E|Reinke, Valerie|Vidal, Marc|Piano, Fabio"
14630519,"Eubanks, Mary W"
15588981,"Kumar, Sanjai|Liang, Fubo|Lawrence, David S|Zhang, Zhong-Yin"
16801397,"Sumimoto, Hidetoshi|Imabayashi, Fumie|Iwata, Tomoko|Kawakami, Yutaka"
15449715,"Kato, Hiroaki|Murakami, Yota"
17768045,"Cook, Mike|Tyers, Mike"
18423405,"Shao, Jieya|Welch, William J|Diamond, Marc I"
15793773,"Fan, Hong|Wu, Shouwei|Xie, Wei|Xu, Jun|Zhang, Jianqiong|Zhao, Zhujiang"
16760428,"Qi, Wei|Tang, Zhanyun|Yu, Hongtao"
15572586,"Godfrey, Andrew|Anderson, John|Papanastasiou, Antigoni|Takeuchi, Yasu|Boshoff, Chris"
17202794,"Johmura, Yoshikazu"
15122025,"Zhu, Xiaohong|Galili, Gad"
16760425,"Tsang, William Y|Spektor, Alexander|Luciano, Daniel J|Indjeian, Vahan B|Chen, Zhihong|Salisbury, Jeffery L|S&aacute;nchez, Irma|Dynlacht, Brian David"
14990952,"Jones, Joshua T|Myers, Jason W|Ferrell, James E|Meyer, Tobias"
15580776,"Campbell, Tessa N|Choy, Francis Y M"
18062952,"Lundin, Victor F|Srayko, Martin|Hyman, Anthony A|Leroux, Michel R"
15613543,"Nencioni, Alessio|Hua, Fei|Dillon, Christopher P|Yokoo, Rayka|Scheiermann, Christoph|Cardone, Mike H|Barbieri, Eleonora|Rocco, Ilaria|Garuti, Anna|Wesselborg, Sebastian|Belka, Claus|Brossart, Peter|Patrone, Franco|Ballestrero, Alberto"
16514663,"Zheng, Quan Hui|Ma, Li Wei|Zhu, Wei Guo|Zhang, Zong Yu|Tong, Tan Jun"
15908454,"Homer, Hayden A|McDougall, Alex|Levasseur, Mark|Murdoch, Alison P|Herbert, Mary"
18538086,"Jiang, Zhong-Hua|Li, Hong|Li, Ming-Yuan|Li, Wan-Yi|Li, Yan|Xiao, Li-Ying|Yang, Zhi-Wei|Yao, Gang"
14990947,"Samuel, Charles E"
16522848,"Ramakrishnan, Vijay G|Aljamali, Majd N|Sauer, John R|Essenberg, Richard C"
15687263,"Maciejowski, John|Ahn, James Hyungsoo|Cipriani, Patricia Giselle|Killian, Darrell J|Chaudhary, Aisha L|Lee, Ji Inn|Voutev, Roumen|Johnsen, Robert C|Baillie, David L|Gunsalus, Kristin C|Fitch, David H A|Hubbard, E Jane Albert"
17251933,"Xue, Wen|Zender, Lars|Miething, Cornelius|Dickins, Ross A|Hernando, Eva|Krizhanovsky, Valery|Cordon-Cardo, Carlos|Lowe, Scott W"
11476572,"Dozier, C|Kagoshima, H|Niklaus, G|Cassata, G|B&uuml;rglin, T R"
15081052,"Kusaba, Makoto"
17301084,"Miljkovic-Licina, Marijana|Chera, Simona|Ghila, Luiza|Galliot, Brigitte"
12754523,"Jackson, Aimee L|Bartz, Steven R|Schelter, Janell|Kobayashi, Sumire V|Burchard, Julja|Mao, Mao|Li, Bin|Cavet, Guy|Linsley, Peter S"
12861018,"Lundgren, Josefin|Masson, Patrick|Realini, Claudio A|Young, Patrick"
16113241,"Holen, Torgeir|Moe, Svein Erik|S&oslash;rb&oslash;, Jan Gunnar|Meza, Trine J|Ottersen, Ole Petter|Klungland, Arne"
16113239,"Jazag, Amarsanaa|Kanai, Fumihiko|Ijichi, Hideaki|Tateishi, Keisuke|Ikenoue, Tsuneo|Tanaka, Yasuo|Ohta, Miki|Imamura, Jun|Guleng, Bayasi|Asaoka, Yoshinari|Kawabe, Takao|Miyagishi, Makoto|Taira, Kazunari|Omata, Masao"
18546262,"Bu, Guojun|Lu, Wenyan|Liu, Chia-Chen|Selander, Katri|Yoneda, Toshiyuki|Hall, Christopher|Keller, Evan T|Li, Yonghe"
18177622,"Ge, Yin-Lin|Hou, Lin|Li, Quan|Zhang, Xiao-Jing"
12000851,"Donz&eacute;, Olivier|Picard, Didier"
16432720,"Briese, Michael|Esmaeili, Behrooz|Johnson, Nicholas M|Sattelle, David B"
16760400,"Garcia, Stephan|Billecocq, Agn&egrave;s|Crance, Jean-Marc|Prins, Marcel|Garin, Daniel|Bouloy, Mich&egrave;le"
17169998,"H&ouml;lzel, Michael|Rohrmoser, Michaela|Orban, Mathias|H&ouml;mig, Cornelia|Harasim, Thomas|Malamoussi, Anastassia|Gruber-Eber, Anita|Heissmeyer, Vigo|Bornkamm, Georg|Eick, Dirk"
17522254,"Rinehart, Joseph P|Li, Aiqing|Yocum, George D|Robich, Rebecca M|Hayward, Scott A L|Denlinger, David L"
9887307,"Sozhamannan, S|Morris, J G|Stitt, B L"
12213835,"Rogers, Stephen L|Rogers, Gregory C|Sharp, David J|Vale, Ronald D"
12713544,"Guo, Hui-Shan|Fei, Ji-Feng|Xie, Qi|Chua, Nam-Hai"
17169992,"Ladunga, Istvan"
18603592,"Paukku, Kirsi|Kalkkinen, Nisse|Silvennoinen, Olli|Kontula, Kimmo K|Lehtonen, Jukka Y A"
15547975,"Eggert, Ulrike S|Kiger, Amy A|Richter, Constance|Perlman, Zachary E|Perrimon, Norbert|Mitchison, Timothy J|Field, Christine M"
16014917,"Andersson, M Gunnar|Haasnoot, P C Joost|Xu, Ning|Berenjian, Saideh|Berkhout, Ben|Akusj&auml;rvi, G&ouml;ran"
11861567,"Giordano, Ennio|Rendina, Rosaria|Peluso, Ivana|Furia, Maria"
16907837,"Kuwayama, H|Yaginuma, T|Yamashita, O|Niimi, T"
18243132,"Xia, Yu|Jiang, Baichun|Zou, Yongxin|Gao, Guimin|Shang, Linshan|Chen, Bingxi|Liu, Qiji|Gong, Yaoqin"
12934714,"Ding, Hongliu|Schwarz, Dianne S|Keene, Alex|Affar, El Bachir|Fenton, Laura|Xia, Xugang|Shi, Yang|Zamore, Phillip D|Xu, Zuoshang"
16965178,"Schwarz, Dianne S|Ding, Hongliu|Kennington, Lori|Moore, Jessica T|Schelter, Janell|Burchard, Julja|Linsley, Peter S|Aronin, Neil|Xu, Zuoshang|Zamore, Phillip D"
16907833,"Chertemps, T|Duportets, L|Labeur, C|Ueyama, M|Wicker-Thomas, C"
12475958,"Askjaer, Peter|Galy, Vincent|Hannak, Eva|Mattaj, Iain W"
15949363,"Wu, Ying|Huang, Ai-long|Tang, Ni|Zhang, Bing-qiang|Lu, Nian-fang"
11861554,"Rinaldo, Cinzia|Bazzicalupo, Paolo|Ederle, Sara|Hilliard, Massimo|La Volpe, Adriana"
12148272,"Liu, Yang|Jiang, Yan|Qiao, Dai-Rong|Cao, Yi"
16219694,"Holt, Sarah V|Vergnolle, Mailys A S|Hussein, Deema|Wozniak, Marcin J|Allan, Victoria J|Taylor, Stephen S"
17382957,"Peel, Andrew D|Akam, Michael"
17940011,"Zou, Jun|Marjanovic, Jasna|Kisseleva, Marina V|Wilson, Monita|Majerus, Philip W"
17194538,"Yan, Qing-Shan|Feng, Mei-Jinag|Yan, Shu-E"
18619945,"Son, Jiyeon|Uchil, Pradeep D|Kim, Young Bong|Shankar, Premlata|Kumar, Priti|Lee, Sang-Kyung"
17112616,"Huang, Yi|Deng, Fei|Hu, Zhihong|Vlak, Just M|Wang, Hanzhong"
15293991,"Detering, Carsten|Varani, Gabriele"
12631590,"Williams, Noelle Sevilir|Gaynor, Richard B|Scoggin, Shane|Verma, Udit|Gokaslan, Tunc|Simmang, Clifford|Fleming, Jason|Tavana, Denise|Frenkel, Eugene|Becerra, Carlos"
16301606,"Arhin, George K|Li, Hongjie|Ullu, Elisabetta|Tschudi, Christian"
17825318,"Ciavatta, Dominic|Rogers, Steve|Magnuson, Terry"
11959843,"Paddison, Patrick J|Caudy, Amy A|Bernstein, Emily|Hannon, Gregory J|Conklin, Douglas S"
16162338,"Grishok, Alla"
16301602,"Kraynack, Bryan A|Baker, Brenda F"
18431519,"Tiedemann, Rodger E|Mao, Xinliang|Shi, Chang-Xin|Zhu, Yuan Xiao|Palmer, Stephen E|Sebag, Michael|Marler, Ron|Chesi, Marta|Fonseca, Rafael|Bergsagel, P Leif|Schimmer, Aaron D|Stewart, A Keith"
17767962,"Cahill, Anne L|Moore, Johnnie M|Sabar, Fatima I|Harkins, Amy B"
16997913,"Kuroda, Junya|Puthalakath, Hamsa|Cragg, Mark S|Kelly, Priscilla N|Bouillet, Philippe|Huang, David C S|Kimura, Shinya|Ottmann, Oliver G|Druker, Brian J|Villunger, Andreas|Roberts, Andrew W|Strasser, Andreas"
17071641,"Schmidt, Silvia|Baldwin, Ian T"
18390550,"Entchev, Eugeni V|Schwudke, Dominik|Zagoriy, Vyacheslav|Matyash, Vitali|Bogdanova, Aliona|Habermann, Bianca|Zhu, Lin|Shevchenko, Andrej|Kurzchalia, Teymuras V"
2833938,"Kalinina, N O|Skarlat, I V|Chumakov, K M"
15564304,"Yamada, Tomoyuki|Morishita, Shinichi"
15482382,"Verma, N K|Dey, C S"
16621069,"Devaux, Sara|Lecordier, Laurence|Uzureau, Pierrick|Walgraffe, David|Dierick, Jean-Fran&ccedil;ois|Poelvoorde, Philippe|Pays, Etienne|Vanhamme, Luc"
15851019,"Gonzalez, Sergio|Castanotto, Daniela|Li, Haitang|Olivares, Simon|Jensen, Michael C|Forman, Stephen J|Rossi, John J|Cooper, Laurence J N"
17464842,"Khatri, Madhu|Rajam, M V"
14966281,"Matsubayashi, Hiroko|Sese, Sonoka|Lee, Jong-Seo|Shirakawa, Tadaoki|Iwatsubo, Takeshi|Tomita, Taisuke|Yanagawa, Shin-ichi"
16940553,"Chien, Li-Ting|Zhang, Zhi-Ren|Hartzell, H Criss"
17612297,"Berlivet, Soizik|Guiraud, Virginie|Houlard, Martin|G&eacute;rard, Matthieu"
15040005,"Ivins Zito, Christina|Kontaridis, Maria I|Fornaro, Mara|Feng, Geng-Shen|Bennett, Anton M"
17825285,"Yang, Qing|Onuki, Reiko|Nakai, Chikako|Sugiyama, Yuichi"
15777284,"Zaniolo, Karine|Rufiange, Anne|Leclerc, Steeve|Desnoyers, Serge|Gu&eacute;rin, Sylvain L"
17964547,"Tamura, Naoaki|Ohno, Koji|Katayama, Taiichi|Kanayama, Naohiro|Sato, Kohji"
16596482,"Dev, Kumlesh K"
16580098,"de la Fuente, Jos&eacute;|Almaz&aacute;n, Consuelo|Blas-Machado, Uriel|Naranjo, Victoria|Mangold, Atilio J|Blouin, Edmour F|Gortazar, Christian|Kocan, Katherine M"
12836351,"Akashi, H|Miyagishi, M|Kurata, H|Nagata, T|Taira, K"
15515135,"Hassani, Zahra|Lemkine, Gregory F|Erbacher, Patrick|Palmier, Karima|Alfama, Gladys|Giovannangeli, Carine|Behr, Jean-Paul|Demeneix, Barbara A"
15916543,"Wagner, E J|Berkow, A|Marzluff, W F"
14704124,"Zhang, Min|Zhang, Xin|Bai, Chun-Xue|Chen, Jie|Wei, Min-Q"
15851004,"Rossi, John"
18308604,"Mackert, Aline|do Nascimento, Adriana Mendes|Bitondi, M&aacute;rcia Maria Gentile|Hartfelder, Klaus|Sim&otilde;es, Zil&aacute; Luz Paulino"
11156985,"Rudel, D|Kimble, J"
14966264,"Boden, Daniel|Pusch, Oliver|Silbermann, Rebecca|Lee, Fred|Tucker, Lynne|Ramratnam, Bharat"
12836343,"Park, W S|Miyano-Kurosaki, N|Nakajima, E|Takaku, H"
17284598,"Eleftherianos, Ioannis|Boundy, Sam|Joyce, Susan A|Aslam, Shazia|Marshall, James W|Cox, Russell J|Simpson, Thomas J|Clarke, David J|ffrench-Constant, Richard H|Reynolds, Stuart E"
15506933,"Sledz, C A|Williams, B R G"
17276405,"Chapin, Alexander|Correa, Paola|Maguire, Meghan|Kohn, Rebecca"
16473588,"Cheng, Kwai Wa|Lu, Yiling|Mills, Gordon B"
11509235,"Mette, M F|Matzke, A J|Matzke, M A"
17522158,"Wakamatsu, Yoshio|Nakamura, Noriko|Lee, Ju-Ahng|Cole, Gregory J|Osumi, Noriko"
17276396,"Fei, Zhaoliang|Chen, Zheng|Wang, Zhugang|Fei, Jian"
17825258,"Lee, Hyun Kyoung|Seo, In Ae|Seo, Eunhui|Seo, Su-Yeong|Lee, Hye Jeong|Park, Hwan Tae"
17055208,"Jensen, Victor L|Gallo, Marco|Riddle, Donald L"
12459495,"Hasuwa, Hidetoshi|Kaseda, Kazuhiro|Einarsdottir, Thorbjorg|Okabe, Masaru"
16842213,"Lage, Hermann"
15695330,"Kittler, Ralf|Pelletier, Laurence|Ma, Chunling|Poser, Ina|Fischer, Steffi|Hyman, Anthony A|Buchholz, Frank"
18095585,"Chen, Lei|Cheng, Xin-wang|Feng, Pei-min|Tian, Lin-yu|Yang, Tian-hua|Zhou, Dong"
16809439,"Lupu, Ruth|Menendez, Javier A"
17350110,"Moffat, Jason|Reiling, Jan H|Sabatini, David M"
16301532,"Shpargel, Karl B|Matera, A Gregory"
17546711,"Oishi, Motoi|Nagasaki, Yukio|Nishiyama, Nobuhiro|Itaka, Keiji|Takagi, Motoki|Shimamoto, Akira|Furuichi, Yasuhiro|Kataoka, Kazunori"
16326102,"Bettencourt-Dias, M|Rodrigues-Martins, A|Carpenter, L|Riparbelli, M|Lehmann, L|Gatt, M K|Carmo, N|Balloux, F|Callaini, G|Glover, D M"
18554326,"Gluenz, Eva|Sharma, Reuben|Carrington, Mark|Gull, Keith"
12385749,"Zhang, Yun|Chalfie, Martin"
16621008,"Hagemann, Carsten|Meyer, Christoph|Stojic, Jelena|Eicker, Sven|Gerngras, Stefanie|K&uuml;hnel, Siglinde|Roosen, Klaus|Vince, Giles Hamilton"
17161678,"Li, Qi-Xiang|Tan, Philip|Ke, Ning|Wong-Staal, Flossie"
17161677,"Fuchs, Uta|Borkhardt, Arndt"
16481740,"Nelson, Mark A|Reynolds, Steven H|Rao, Uma N M|Goulet, Anne-Christine|Feng, Yongmei|Beas, Anthony|Honchak, Barbara|Averill, Jim|Lowry, David T|Senft, Jamie R|Jefferson, Amy M|Johnson, Robert C|Sargent, Linda M"
18079179,"Ge, Xin Quan|Jackson, Dean A|Blow, J Julian"
18349515,"Chen, Wen-Jun|Kuai, Ben-Ke|Liao, Yang|Ren, Guo-Dong|Zhang, Yan-Yan|Zhou, Xiao"
17112521,"Mittler, Ron|Kim, Yongsig|Song, Luhua|Coutu, Jesse|Coutu, Alicia|Ciftci-Yilmaz, Sultan|Lee, Hojoung|Stevenson, Becky|Zhu, Jian-Kang"
15039944,"Haraguchi, Seiki|Saga, Yumiko|Naito, Kunihiko|Inoue, Hirokazu|Seto, Akira"
18316744,"Coleman, Heather D|Park, Ji-Young|Nair, Ramesh|Chapple, Clint|Mansfield, Shawn D"
16473542,"Wassenegger, Michael|Krczal, Gabi"
16793020,"Hung, Chuan-Fu|Lu, Kuang-Chu|Cheng, Tsung-Lin|Wu, Ren-Huang|Huang, Lin-Ya|Teng, Chiao-Fang|Chang, Wen-Tsan"
18324924,"Pearce, E J|Freitas, T C"
15048123,"Innocenti, Metello|Zucconi, Adriana|Disanza, Andrea|Frittoli, Emanuela|Areces, Liliana B|Steffen, Anika|Stradal, Theresia E B|Di Fiore, Pier Paolo|Carlier, Marie-France|Scita, Giorgio"
14622138,"Sasagawa, Yohei|Urano, Takeshi|Kohara, Yuji|Takahashi, Hideyuki|Higashitani, Atsushi"
14745017,"Li, Wan-Xiang|Li, Hongwei|Lu, Rui|Li, Feng|Dus, Monica|Atkinson, Peter|Brydon, Edward W A|Johnson, Kyle L|Garc&iacute;a-Sastre, Adolfo|Ball, L Andrew|Palese, Peter|Ding, Shou-Wei"
15826358,"Bengert, Peter|Dandekar, Thomas"
17284533,"Venturini, Letizia|Battmer, Karin|Castoldi, Mirco|Schultheis, Beate|Hochhaus, Andreas|Muckenthaler, Martina U|Ganser, Arnold|Eder, Matthias|Scherr, Michaela"
16006580,"Harries, Phillip A|Pan, Aihong|Quatrano, Ralph S"
16620974,"Eleftherianos, Ioannis|Millichap, Peter J|ffrench-Constant, Richard H|Reynolds, Stuart E"
6184365,"Takeishi, K|Gotoh, O"
17890733,"J&auml;rve, Anne|M&uuml;ller, Julius|Kim, Il-Han|Rohr, Karl|MacLean, Caroline|Fricker, Gert|Massing, Ulrich|Eberle, Florian|Dalpke, Alexander|Fischer, Roger|Trendelenburg, Michael F|Helm, Mark"
17628588,"El-Armouche, Ali|Singh, Jasmin|Naito, Hiroshi|Wittk&ouml;pper, Katrin|Didi&eacute;, Michael|Laatsch, Alexander|Zimmermann, Wolfram-Hubertus|Eschenhagen, Thomas"
12516779,"Yamamoto, Takuya|Omoto, Shinya|Mizuguchi, Masaaki|Mizukami, Hajime|Okuyama, Harumi|Okada, Noriko|Saksena, Nitin K|Brisibe, Ebiamadon A|Otake, Kaori|Fuji, Yoichi R"
15031723,"Lima, Raquel T|Martins, Lu&iacute;s M|Guimar&atilde;es, Jos&eacute; E|Sambade, Clara|Vasconcelos, M Helena"
12885417,"Gou, Deming|Jin, Nili|Liu, Lin"
15367593,"Bhuyan, Prakash K|Karik&ograve;, Katalin|Capodici, John|Lubinski, John|Hook, Lauren M|Friedman, Harvey M|Weissman, Drew"
17210792,"Stegh, Alexander H|Kim, Hyunggee|Bachoo, Robert M|Forloney, Kristin L|Zhang, Jean|Schulze, Harald|Park, Kevin|Hannon, Gregory J|Yuan, Junying|Louis, David N|DePinho, Ronald A|Chin, Lynda"
17284518,"Jovi&#263;, Marko|Naslavsky, Naava|Rapaport, Debora|Horowitz, Mia|Caplan, Steve"
16760227,"Chen, Jie|Yang, Xiao-Xia|Huang, Min|Hu, Ze-Ping|He, Ming|Duan, Wei|Chan, Eli|Sheu, Fwu-Shan|Chen, Xiao|Zhou, Shu-Feng"
18226595,"Kumadaki, Shin|Matsuzaka, Takashi|Kato, Toyonori|Yahagi, Naoya|Yamamoto, Takashi|Okada, Sumiyo|Kobayashi, Kazuto|Takahashi, Akimitsu|Yatoh, Shigeru|Suzuki, Hiroaki|Yamada, Nobuhiro|Shimano, Hitoshi"
16055714,"Potts, Patrick Ryan|Yu, Hongtao"
16825762,"Holmquist, G P|Ashley, T"
17604000,"Peng, Ying|Lu, Jian-Xin|Shen, Xin-Feng"
18308511,"Han, Sangyeul|Witt, Rochelle M|Santos, T&uacute;lio M|Polizzano, Carolyn|Sabatini, Bernardo L|Ramesh, Vijaya"
17235357,"Shin, Kunyoo|Wang, Qian|Margolis, Ben"
10722715,"Tock, M R|Walsh, A P|Carroll, G|McDowall, K J"
18636187,"Ohtaka, Kazuma|Kohya, Naohiko|Sato, Ken|Kitajima, Yoshihiko|Ide, Takao|Mitsuno, Mayumi|Miyazaki, Kohji"
15629721,"Adelman, Karen|Marr, Michael T|Werner, Janis|Saunders, Abbie|Ni, Zhuoyu|Andrulis, Erik D|Lis, John T"
17112471,"Tanabe, Chiaki|Hotoda, Nika|Sasagawa, Noboru|Sehara-Fujisawa, Atsuko|Maruyama, Kei|Ishiura, Shoichi"
17948055,"Trewick, Sarah C|Minc, Elsa|Antonelli, Richard|Urano, Takeshi|Allshire, Robin C"
11050387,"Yang, D|Lu, H|Erickson, J W"
15613331,"Gitlin, Leonid|Stone, Jeffrey K|Andino, Raul"
16522642,"Amar, Lahouari|Desclaux, Mathieu|Faucon-Biguet, Nicole|Mallet, Jacques|Vogel, Roland"
11050384,"Severson, A F|Hamill, D R|Carter, J C|Schumacher, J|Bowerman, B"
15629712,"Huppi, Konrad|Martin, Scott E|Caplen, Natasha J"
16129424,"Dimitrijevic, Nikola|Dzitoyeva, Svetlana|Satta, Rosalba|Imbesi, Marta|Yildiz, Sevim|Manev, Hari"
17571216,"Hedtke, Boris|Alawady, Ali|Chen, Shuai|B&ouml;rnke, Frederik|Grimm, Bernhard"
15703439,"Orban, Tamas I|Izaurralde, Elisa"
14998925,"Liu, Paul Z|Kaufman, Thomas C"
15515021,"Carpenter, Lee|Zernicka-Goetz, Magdalena"
17218957,"Meuer, K|Suppanz, I E|Lingor, P|Planchamp, V|G&ouml;ricke, B|Fichtner, L|Braus, G H|Dietz, G P H|Jakobs, S|B&auml;hr, M|Weishaupt, J H"
16170380,"Veeramani, Suresh|Igawa, Tsukasa|Yuan, Ta-Chun|Lin, Fen-Fen|Lee, Ming-Shyue|Lin, Jamie S|Johansson, Sonny L|Lin, Ming-Fong"
17964427,"Kell, Alison|Ventura, Natascia|Kahn, Nate|Johnson, Thomas E"
16678282,"Yadav, Bindhya Chal|Veluthambi, Karuppannan|Subramaniam, Kuppuswamy"
17079687,"van Rij, Ronald P|Saleh, Maria-Carla|Berry, Bassam|Foo, Catherine|Houk, Andrew|Antoniewski, Christophe|Andino, Raul"
12000646,"Bettencourt, R|Terenius, O|Faye, I"
17825158,"Zhang, Yong|Wang, Zhen-ning|Zhang, Xue|Xu, Hui-mian|Jiang, Li|Luo, Yang|Xing, Li-li|Xu, Mi-duo|Li, Juan"
16579973,"Wakiyama, Motoaki|Kaitsu, Yoko|Yokoyama, Shigeyuki"
16096641,"Takeda, Atsushi|Tsukuda, Misato|Mizumoto, Hiroyuki|Okamoto, Kimiyuki|Kaido, Masanori|Mise, Kazuyuki|Okuno, Tetsuro"
15760768,"Lu, Patrick Y|Xie, Frank Y|Woodle, Martin C"
18431360,"Ely, Abdullah|Naidoo, Tanusha|Mufamadi, Steven|Crowther, Carol|Arbuthnot, Patrick"
15474045,"Boxem, Mike|Tsai, Chiawei W|Zhang, Yi|Saito, R Mako|Liu, Jun O"
15539580,"Couzin, Jennifer"
18677115,"Baran, Vladimir|Kubelka, Michal|Motlik, Jan|Saskova, Adela|Schultz, Richard M|Solc, Petr"
16022904,"Wu, Kai-Lang|Zhang, Xue|Zhang, Jianlin|Yang, Yongbo|Mu, Yong-Xin|Liu, Mo|Lu, Lu|Li, Yan|Zhu, Ying|Wu, Jianguo"
15514999,"Vermehren, A|Trimmer, B A"
18718064,"Jiang, Li-Min|Shen, Li-Song|Yuan, Xiang-Liang|Zhang, Bei"
18021742,"Yang, Wei|Paschen, Wulf"
17849706,"Auriac, Marie-Christine|Timmers, Antonius C J"
16170345,"Hara, T|Abe, M|Inoue, H|Yu, L-R|Veenstra, T D|Kang, Y H|Lee, K S|Miki, T"
15842662,"Withey, Jane M E|Marley, Stephen B|Kaeda, Jaspal|Harvey, Amanda J|Crompton, Mark R|Gordon, Myrtle Y"
