pmid,authors
16421189,"Pilot, Fanny|Philippe, Jean-Marc|Lemmers, C&eacute;line|Chauvin, Jean-Paul|Lecuit, Thomas"
17404229,"Wostrikoff, Katia|Stern, David"
15135044,"Khan, Liakot A|Nukina, Nobuyuki"
16732482,"Stram, Yehuda|Kuzntzova, Larisa"
17477953,"Mathew, Shomita S|Bridge, Eileen"
11997504,"Li, Xinghai|Scuderi, Anne|Letsou, Anthea|Virshup, David M"
17404223,"Okamoto, Ken-Ichi|Narayanan, Radhakrishnan|Lee, Sang H|Murata, Kazuyoshi|Hayashi, Yasunori"
17682750,"Figlerowicz, Marek|Tyczewska, Agata|Figlerowicz, Magdalena"
15388987,"Karik&oacute;, Katalin|Bhuyan, Prakash|Capodici, John|Ni, Houping|Lubinski, John|Friedman, Harvey|Weissman, Drew"
12833082,"Hough, Shelley R|Wiederholt, Kristin A|Burrier, Althea C|Woolf, Tod M|Taylor, Margaret F"
14504244,"Segal, Gregorio|Song, Rentao|Messing, Joachim"
15470900,"Erfle, Holger|Simpson, Jeremy C|Bastiaens, Philippe I H|Pepperkok, Rainer"
16052531,"Sumimoto, Hidetoshi|Hirata, Kenro|Yamagata, Shizuko|Miyoshi, Hiroyuki|Miyagishi, Makoto|Taira, Kazunari|Kawakami, Yutaka"
18354483,"Westbrook, Thomas F|Hu, Guang|Ang, Xiaolu L|Mulligan, Peter|Pavlova, Natalya N|Liang, Anthony|Leng, Yumei|Maehr, Rene|Shi, Yang|Harper, J Wade|Elledge, Stephen J"
17576241,"Wang, Qiong|Peng, Zhenhui|Xiao, Shengxiang|Geng, Songmei|Yuan, Jingyi|Li, Zhengxiao"
16159017,"Fitzgerald, Kevin"
11178279,"Kamath, R S|Martinez-Campos, M|Zipperlen, P|Fraser, A G|Ahringer, J"
12906791,"Vastenhouw, Nadine L|Fischer, Sylvia E J|Robert, Val&eacute;rie J P|Thijssen, Karen L|Fraser, Andrew G|Kamath, Ravi S|Ahringer, Julie|Plasterk, Ronald H A"
15782175,"Wheeler, Douglas B|Bailey, Steve N|Guertin, David A|Carpenter, Anne E|Higgins, Caitlin O|Sabatini, David M"
15708446,"Rozovsky, Irina|Wei, Min|Morgan, Todd E|Finch, Caleb E"
15773982,"Hammarton, Tansy C|Lillico, Simon G|Welburn, Sue C|Mottram, Jeremy C"
17207582,"Guo, L|Wang, Y"
18346270,"Baeriswyl, Thomas|Stoeckli, Esther T"
16077085,"Bartz, Steven|Jackson, Aimee L"
16077084,"Gough, Nancy R"
17994010,"Kittler, Ralf|Pelletier, Laurence|Heninger, Anne-Kristine|Slabicki, Mikolaj|Theis, Mirko|Miroslaw, Lukasz|Poser, Ina|Lawo, Steffen|Grabner, Hannes|Kozak, Karol|Wagner, Jan|Surendranath, Vineeth|Richter, Constance|Bowen, Wayne|Jackson, Aimee L|Habermann, Bianca|Hyman, Anthony A|Buchholz, Frank"
15782169,"Lehner, Ben|Fraser, Andrew G"
17617177,"Tao, Jiayi|Zhang, Liangran|Chong, Kang|Wang, Tai"
12783893,"Ilangovan, Raju|Marshall, William L|Hua, Yimin|Zhou, Jianhua"
16503061,"van Rij, Ronald P|Andino, Raul"
15724817,"Schmutz, Cornelia|Spang, Anne"
16339216,"Astrinidis, Aristotelis|Senapedis, William|Henske, Elizabeth P"
16863503,"Takeshita, Fumitaka|Ochiya, Takahiro"
16478477,"Pinchai, Nadthanan|Lee, Bong-Seop|Holler, Eggehard"
16093451,"van Roeyen, Claudia R C|Eitner, Frank|Martinkus, Sandra|Thieltges, Sabrina R|Ostendorf, Tammo|Bokemeyer, Dirk|L&uuml;scher, Bernhard|L&uuml;scher-Firzlaff, Juliane M|Floege, Juergen|Mertens, Peter R"
15241481,"Millington-Ward, Sophia|McMahon, Helena P|Allen, Danny|Tuohy, Gear&oacute;id|Kiang, Anna-Sophia|Palfi, Arpad|Kenna, Paul F|Humphries, Peter|Farrar, G Jane"
17166601,"Tirasophon, Witoon|Yodmuang, Supansa|Chinnirunvong, Wanlop|Plongthongkum, Nongluk|Panyim, Sakol"
15388934,"Mao, Junhong|Gao, Yi-Gui|Odeh, Sarah|Robinson, Howard|Montalvetti, Andrea|Docampo, Roberto|Oldfield, Eric"
16806150,"Del Rio-Albrechtsen, Tania|Kiontke, Karin|Chiou, Shu-Yi|Fitch, David H A"
11178243,"Maine, E M"
16814337,"Abrus&aacute;n, Gy&ouml;rgy|Krambeck, Hans-J&uuml;rgen"
18632958,"Yu, Qian|Lin, Tiehao|Feng, Guozhong|Yang, Kai|Pang, Yi"
16552187,"Wohlbold, Lara|Larochelle, St&eacute;phane|Liao, Jack C-F|Livshits, Geulah|Singer, Juliet|Shokat, Kevan M|Fisher, Robert P"
12841209,"Xu, Jing"
16888056,"Attardo, Geoffrey M|Hansen, Immo A|Shiao, Shin-Hong|Raikhel, Alexander S"
17264888,"Belgacem, Yesser Hadj|Martin, Jean-Ren&eacute;"
18428147,"Tan, Eng Lee|Marcus, Kah Fai Ho|Poh, Chit Laa"
14659823,"B&auml;ckman, Cristina|Zhang, YaJun|Hoffer, Barry J|Tomac, Andreas C"
18174190,"Ichishita, Ryohei|Tanaka, Kousuke|Sugiura, Yoshimi|Sayano, Tomoko|Mihara, Katsuyoshi|Oka, Toshihiko"
16388332,"Miller, Victor M|Paulson, Henry L|Gonzalez-Alegre, Pedro"
15757546,"Yin, Zhi-Hua|Ren, Cai-Ping|Li, Feng|Jiang, Wei-Hong|Yang, Xu-Yu|Feng, Xiang-Ling|Yao, Kai-Tai"
17412327,"Huttunen, Henri J|Greco, Christopher|Kovacs, Dora M"
18297063,"Rocca, Daniel L|Martin, St&eacute;phane|Jenkins, Emma L|Hanley, Jonathan G"
17543398,"Kao, Chia-Ying|Read, Laurie K"
16822501,"Nowis, Dominika|McConnell, Elizabeth|W&oacute;jcik, Cezary"
17551589,"Patel, Avani|Fondrk, M Kim|Kaftanoglu, Osman|Emore, Christine|Hunt, Greg|Frederick, Katy|Amdam, Gro V"
17363170,"Liao, Min|Zhou, Jinlin|Hatta, Takeshi|Umemiya, Rika|Miyoshi, Takeharu|Tsuji, Naotoshi|Xuan, Xuenan|Fujisaki, Kozo"
18452704,"Zenke, Kosuke|Kim, Ki Hong"
18321631,"Yao, Biyun|Fu, Juanling|Hu, Entan|Qi, Yanmin|Zhou, Zongcan"
15651038,"Westhof, Eric|Filipowicz, Witold"
18215134,"Zhou, Qiong L|Jiang, Zhen Y|Holik, John|Chawla, Anil|Hagan, G Nana|Leszyk, John|Czech, Michael P"
15388893,"Fan, Qingfeng|Ding, Jie|Zhang, Jingjing|Guan, Na|Deng, Jianghong"
17461469,"Lin, Han-Tso|Kao, Chung-Lan|Lee, Kun-Hsiung|Chang, Yuh-Lih|Chiou, Shih-Hwa|Tsai, Fu-Ting|Tsai, Tung-Hu|Sheu, Dey-Chyi|Ho, Larry L T|Ku, Hung-Hai"
18657501,"Iida, Tetsushi|Nakayama, Jun-ichi|Moazed, Danesh"
16847067,"Thompson, C C|Ashcroft, F J|Patel, S|Saraga, G|Vimalachandran, D|Prime, W|Campbell, F|Dodson, A|Jenkins, R E|Lemoine, N R|Crnogorac-Jurcevic, T|Yin, H L|Costello, E"
16691418,"Cerutti, Heriberto|Casas-Mollano, J Armando"
17354969,"Harder, Nathalie|Mora-Berm&uacute;dez, Felipe|Godinez, William J|Ellenberg, Jan|Eils, Roland|Rohr, Karl"
15757523,"Tian, Feng-Jun|Wang, Zhi-Yong|Ma, Jun-Yi|Zhao, Yun-Xia|Lu, Wei"
17969360,"Yokota, Takanori"
12964047,"Sun, Bailong|Nishihira, Jun|Suzuki, Masaki|Fukushima, Nobuyuki|Ishibashi, Teruo|Kondo, Masao|Sato, Yuji|Todo, Satoru"
15208655,"Sumimoto, Hidetoshi|Miyagishi, Makoto|Miyoshi, Hiroyuki|Yamagata, Shizuko|Shimizu, Ayako|Taira, Kazunari|Kawakami, Yutaka"
18059470,"Zhao, Zhixing|Lindsay, Megan E|Roy Chowdhury, Arnab|Robinson, Derrick R|Englund, Paul T"
12898509,"Subramanian, T|Chinnadurai, G"
15208652,"Deans, Andrew J|Simpson, Kaylene J|Trivett, Melanie K|Brown, Melissa A|McArthur, Grant A"
15388876,"Wachtel, Chaim|Li, Binghui|Sperling, Joseph|Sperling, Ruth"
15773898,"Aki, Daisuke|Mashima, Ryuichi|Saeki, Kazuko|Minoda, Yasumasa|Yamauchi, Moriyasu|Yoshimura, Akihiko"
15331526,"Bain, James R|Schisler, Jonathan C|Takeuchi, Koji|Newgard, Christopher B|Becker, Thomas C"
15773892,"Dang, Tongyun|Bao, Shideng|Wang, Xiao-Fan"
16806083,"Zhao, Yulian|Zhou, Liang|Liu, Bisheng|Deng, Yun|Wang, Ying|Wang, Yuequn|Huang, Wen|Yuan, Wuzhou|Wang, Zequn|Zhu, Chuanbing|Liu, Mingyao|Wu, Xiushan|Li, Yongqing"
17297601,"Volpi, Silvia|Bongiorni, Silvia|Prantera, Giorgio"
18305217,"Huang, Yanping|Comiskey, Erin O|Dupree, Renell S|Li, Shuixing|Koleske, Anthony J|Burkhardt, Janis K"
17477824,"Martin, Scott E|Caplen, Natasha J"
10850495,"Mourrain, P|B&eacute;clin, C|Elmayan, T|Feuerbach, F|Godon, C|Morel, J B|Jouette, D|Lacombe, A M|Nikic, S|Picault, N|R&eacute;mou&eacute;, K|Sanial, M|Vo, T A|Vaucheret, H"
18510014,"Atkinson, Peter W"
18641086,"Bracha-Drori, Keren|Shichrur, Keren|Lubetzky, Tsofnat Cohen|Yalovsky, Shaul"
15208636,"Nguyen, Minh Dang|Shu, Tianzhi|Sanada, Kamon|Larivi&egrave;re, Roxanne C|Tseng, Huang-Chun|Park, Sang Ki|Julien, Jean-Pierre|Tsai, Li-Huei"
18477244,"Niu, B-L|Shen, W-F|Liu, Y|Weng, H-B|He, L-H|Mu, J-J|Wu, Z-L|Jiang, P|Tao, Y-Z|Meng, Z-Q"
12234939,"Wang, Zefeng|Drew, Mark E|Morris, James C|Englund, Paul T"
15241403,"Novina, Carl D|Sharp, Phillip A"
16380091,"Baryshev, Mikhail|Sargsyan, Ernest|Mkrtchian, Souren"
18510011,"Foy, Brian D|Olson, Ken E"
14741690,"Gotoh, Yusuke|Oishi, Kumiko|Shibata, Hideki|Yamagiwa, Akiko|Isagawa, Takayuki|Nishimura, Tamako|Goyama, Emiko|Takahashi, Mikiko|Mukai, Hideyuki|Ono, Yoshitaka"
17420474,"Sahin, Ozg&uuml;r|L&ouml;bke, Christian|Korf, Ulrike|Appelhans, Heribert|S&uuml;ltmann, Holger|Poustka, Annemarie|Wiemann, Stefan|Arlt, Dorit"
15872185,"Maniataki, Elisavet|Mourelatos, Zissimos"
17420471,"Horwitz, Andrew A|Affar, El Bachir|Heine, George F|Shi, Yang|Parvin, Jeffrey D"
18239671,"Li, L|Hung, A C|Porter, A G"
16216244,"Yoshida, Kaya|Okamura, Hirohiko|Amorim, Bruna Rabelo|Ozaki, Akiko|Tanaka, Hiroaki|Morimoto, Hiroyuki|Haneji, Tatsuji"
18698418,"Campbell, Michael A|Wang, Yi-Hong"
15954097,"Deutsch, Jean"
18256048,"Dexter, Richard J|Verdonk, Julian C|Underwood, Beverly A|Shibuya, Kenichi|Schmelz, Eric A|Clark, David G"
15544492,"Banan, M|Puri, N"
15601834,"Dinkova, Tzvetanka D|Keiper, Brett D|Korneeva, Nadejda L|Aamodt, Eric J|Rhoads, Robert E"
17715370,"Lustig, Yaniv|Vagima, Yaron|Goldshmidt, Hanoch|Erlanger, Avigail|Ozeri, Vered|Vince, James|McConville, Malcolm J|Dwyer, Dennis M|Landfear, Scott M|Michaeli, Shulamit"
16150697,"Okamoto, Kazuki|Isohashi, Fumihide"
16978089,"Priebsch, Axel|Rompe, Franziska|T&ouml;nnies, Holger|Kowalski, Petra|Surowiak, Pawel|Stege, Alexandra|Materna, Verena|Lage, Hermann"
18034856,"Okumura, Akiko|Nagai, Katsuya|Okumura, Nobuaki"
12161191,"Caplen, Natasha J|Zheng, Zhili|Falgout, Barry|Morgan, Richard A"
16855206,"Romanova, Ludmila G|Anger, Martin|Zatsepina, Olga V|Schultz, Richard M"
17764518,"Mussgnug, Jan H|Thomas-Hall, Skye|Rupprecht, Jens|Foo, Alexander|Klassen, Viktor|McDowall, Alasdair|Schenk, Peer M|Kruse, Olaf|Hankamer, Ben"
18690214,"Krishnan, Manoj N|Ng, Aylwin|Sukumaran, Bindu|Gilfoy, Felicia D|Uchil, Pradeep D|Sultana, Hameeda|Brass, Abraham L|Adametz, Rachel|Tsui, Melody|Qian, Feng|Montgomery, Ruth R|Lev, Sima|Mason, Peter W|Koski, Raymond A|Elledge, Stephen J|Xavier, Ramnik J|Agaisse, Herve|Fikrig, Erol"
17764517,"Valentine, Tracy A|Randall, Eva|Wypijewski, Krzysztof|Chapman, Sean|Jones, John|Oparka, Karl J"
16732323,"Pasder, O|Shpungin, S|Salem, Y|Makovsky, A|Vilchick, S|Michaeli, S|Malovani, H|Nir, U"
15200418,"Gaedeke, Jens|Noble, Nancy A|Border, Wayne A"
17641634,"Zeitelhofer, Manuel|Vessey, John P|Xie, Yunli|T&uuml;bing, Fabian|Thomas, Sabine|Kiebler, Michael|Dahm, Ralf"
17715362,"Hellman, Kristina M|Ciganda, Martin|Brown, Silvia V|Li, Jinlei|Ruyechan, William|Williams, Noreen"
11686048,"Fjose, A|Ellingsen, S|Wargelius, A|Seo, H C"
15888544,"S&uuml;tterlin, Christine|Polishchuk, Roman|Pecot, Matt|Malhotra, Vivek"
15610014,"Lesner, Adam|Kartvelishvili, Alex|Lesniak, Jakob|Nikolov, Dimitar|Kartvelishvili, Magdalena|Trillo-Pazos, Gusta|Zablotna, Ewa|Simm, Malgorzata"
15888542,"Morales-Mulia, Sandra|Scholey, Jonathan M"
15601820,"Kamura, Takumi|Maenaka, Katsumi|Kotoshiba, Shuhei|Matsumoto, Masaki|Kohda, Daisuke|Conaway, Ronald C|Conaway, Joan Weliky|Nakayama, Keiichi I"
18174108,"Chang, Jinhee L|Lin, Hua V|Blauwkamp, Timothy A|Cadigan, Ken M"
17371288,"Cryan, J F|Thakker, D R|Hoyer, D"
11751575,"Victor, Martin|Bei, Yanxia|Gay, Frederique|Calvo, Dominica|Mello, Craig|Shi, Yang"
16879764,"Visser, A|Geldhof, P|de Maere, V|Knox, D P|Vercruysse, J|Claerebout, E"
1364113,"Green, S R|Mathews, M B"
17158288,"Sijen, Titia|Steiner, Florian A|Thijssen, Karen L|Plasterk, Ronald H A"
18280591,"Krautz-Peterson, Greice|Skelly, Patrick J"
15560846,"Le Calvez, Herv&eacute;|Yu, Mang|Fang, Fang"
17182860,"Shen, Feng|Lin, Qiong|Gu, Yan|Childress, Chandra|Yang, Wannian"
16101514,"Fountaine, Timothy M|Wood, Matthew J A|Wade-Martins, Richard"
16724106,"Wolf, Frank|Wandke, Cornelia|Isenberg, Nina|Geley, Stephan"
17920137,"Benz, Corinna|Clayton, Christine E"
17920136,"Houston, Katrina M|Sutharsan, Ratneswary|Steiger, Christina N|Schachter, Harry|Harnett, William"
18624647,"Hayashi, Satomi|Gresshoff, Peter M|Kinkema, Mark"
17182852,"Orr, Bernardo|Bousbaa, Hassan|Sunkel, Claudio E"
17608836,"Kim, Yongsoon|Sun, Hong"
16806014,"Wang, Fang|Wang, Li-feng|Yang, An-gang|Zhang, Wang-gang|Zhang, Yong|Zhu, Qing"
12808314,"Kim, V Narry"
14569594,"Fleming, Shawna L|Rieder, Conly L"
16461945,"Kieleczawa, Jan"
16601202,"Hoareau-Aveilla, Coralie|Bonoli, Mattia|Caizergues-Ferrer, Michele|Henry, Yves"
17936498,"Delgado Andr&eacute;, Nayara|De Lucca, Fernando L"
16601201,"Salavati, Reza|Ernst, Nancy Lewis|O'Rear, Jeff|Gilliam, Troy|Tarun, Salvador|Stuart, Kenneth"
18698352,"Bach-Elias, Montse|Camats, Maria|Guil, Sonia|Kokolo, Mariette"
18346095,"Strasser, Richard|Stadlmann, Johannes|Sch&auml;hs, Matthias|Stiegler, Gabriela|Quendler, Heribert|Mach, Lukas|Gl&ouml;ssl, Josef|Weterings, Koen|Pabst, Martin|Steinkellner, Herta"
16699500,"Xiang, Shuanglin|Fruehauf, Johannes|Li, Chiang J"
16289899,"Winther, Asa M E|Acebes, Angel|Ferr&uacute;s, Alberto"
18452583,"Bolton, Melvin D|van Esse, H Peter|Vossen, Jack H|de Jonge, Ronnie|Stergiopoulos, Ioannis|Stulemeijer, Iris J E|van den Berg, Grardy C M|Borr&aacute;s-Hidalgo, Orlando|Dekker, Henk L|de Koster, Chris G|de Wit, Pierre J G M|Joosten, Matthieu H A J|Thomma, Bart P H J"
16724069,"Grimm, Dirk|Streetz, Konrad L|Jopling, Catherine L|Storm, Theresa A|Pandey, Kusum|Davis, Corrine R|Marion, Patricia|Salazar, Felix|Kay, Mark A"
18649187,"Ostrowski, Katinka|Bauer, Reinhard|Hoch, Michael"
18223202,"Komiya, Reina|Ikegami, Akiko|Tamaki, Shojiro|Yokoi, Shuji|Shimamoto, Ko"
17928289,"Guay, Claudiane|Madiraju, S R Murthy|Aumais, Alexandre|Joly, Erik|Prentki, Marc"
16461920,"Peng, Shaohua|York, J Philippe|Zhang, Pumin"
15642716,"Bensmihen, Sandra|Giraudat, J&eacute;r&ocirc;me|Parcy, Fran&ccedil;ois"
15306840,"Zhou, N|Fang, J|Mukhtar, M|Acheampong, E|Pomerantz, R J"
12570711,"Scherr, Michaela|Morgan, Michael A|Eder, Matthias"
18067542,"Patrick, Kristin L|Luz, Paula M|Ruan, Jia-Peng|Shi, Huafang|Ullu, Elisabetta|Tschudi, Christian"
15781973,"Lu, Bingwei"
18296915,"Zhang, Song|Yue, Jian Xin|Yang, Ju Hong|Cai, Peng Cheng|Kong, Wei Jia"
18608210,"Yagi, Shutaro|Oda-Sato, Eri|Uehara, Ikuno|Asano, Yumi|Nakajima, Wataru|Takeshita, Toshiyuki|Tanaka, Nobuyuki"
16339025,"Jaworski, Jacek|Spangler, Samantha|Seeburg, Daniel P|Hoogenraad, Casper C|Sheng, Morgan"
17158225,"Kim, Kabsun|Kim, Jung Ha|Lee, Junwon|Jin, Hye Mi|Kook, Hyun|Kim, Kyung Keun|Lee, Soo Young|Kim, Nacksung"
15781968,"Xie, Zhongcong|Romano, Donna M|Tanzi, Rudolph E"
16027725,"Wicks, Stephen J|Haros, Katherine|Maillard, Marjorie|Song, Ling|Cohen, Robert E|Dijke, Peter Ten|Chantry, Andrew"
17444941,"Li, F|Zhou, X|Ma, J|Wong, Stephen T C"
16429128,"Mill&aacute;n, Jaime|Hewlett, Lindsay|Glyn, Matthew|Toomre, Derek|Clark, Peter|Ridley, Anne J"
18452552,"Abraham, Christian|Bossinger, Olaf|H&uuml;sken, Katrin|Leube, Rudolf E|Wiesenfahrt, Tobias|Windoffer, Reinhard"
15757383,"Ameyar-Zazoua, Maya|Guasconi, Valentina|Ait-Si-Ali, Slimane"
16076871,"Salameh, Ahmad|Galvagni, Federico|Bardelli, Monia|Bussolino, Federico|Oliviero, Salvatore"
17928262,"Faehnle, Christopher R|Joshua-Tor, Leemor"
15880259,"Zhou, Xiu-Min|Lin, Ju-Sheng|Shi, Yi|Tian, De-An|Huang, Huan-Jun|Zhou, He-Jun|Jin, You-Xin"
17330240,"Chen, Ceshi|Zhou, Zhongmei|Ross, Jeffrey S|Zhou, Wei|Dong, Jin-Tang"
16773183,"Akao, Yukihiro|Matsumoto, Kenji|Ohguchi, Kenji|Nakagawa, Yoshihito|Yoshida, Hitoshi"
12087358,"Jacque, Jean-Marc|Triques, Karine|Stevenson, Mario"
18624572,"Chen, Jyh-Yih|Chiou, Ming-Jyun|Hsieh, Jung-Chen|Huang, Wei-Tung|Kuo, Ching-Ming|Wu, Jen-Leih"
15192123,"Posp&iacute;silov&aacute;, S&aacute;rka|Siligan, Christine|Ban, Jozet|Jug, Gunhild|Kovar, Heinrich"
18599992,"Chen, Zhu-Chu|Duan, Chao-Jun|Jiang, Tie-Bin|Li, Cui|Li, Mao-Yu|Tang, Can-E|Xiao, Zhi-Qiang|Yi, Hong|Zhang, Xiao-Peng"
1708087,"Chiang, C S|Xu, Y C|Bremer, H"
16248887,"Li, Rong-Wen|Yu, Wendou|Christie, Sean|Miralles, Celia P|Bai, Jilin|Loturco, Joseph J|De Blas, Angel L"
16961591,"He, Zheng-Bo|Cao, Yue-Qing|Yin, You-Ping|Wang, Zhong-Kang|Chen, Bin|Peng, Guo-Xiong|Xia, Yu-Xian"
11169845,"Sergeev, P|Streit, A|Heller, A|Steinmann-Zwicky, M"
15994933,"Huang, Annie|Ho, Cynthia S W|Ponzielli, Romina|Barsyte-Lovejoy, Dalia|Bouffet, Eric|Picard, Daniel|Hawkins, Cynthia E|Penn, Linda Z"
16314421,"Rendic, Dubravko|Linder, Angela|Paschinger, Katharina|Borth, Nicole|Wilson, Iain B H|Fabini, Gust&aacute;v"
16928819,"Efferth, Thomas|Gillet, Jean-Pierre|Sauerbrey, Axel|Zintl, Felix|Bertholet, Vincent|de Longueville, Fran&ccedil;oise|Remacle, Jose|Steinbach, Daniel"
18419762,"Zhang, Xiaoqing|Wang, Feifei|Chen, Xiaoqing|Chen, Yuejun|Ma, Lan"
3174448,"P&eacute;rez-Mart&iacute;n, J|del Solar, G H|de la Campa, A G|Espinosa, M"
17575982,"Araujo, R N|Campos, I T N|Tanaka, A S|Santos, A|Gontijo, N F|Lehane, M J|Pereira, M H"
18501677,"Du, Fang|Wang, Li|Zhang, Yan|Jiang, Wei|Sheng, Huiming|Cao, Qi|Wu, Juanjuan|Shen, Baihua|Shen, Tianwei|Zhang, Jingwu Z|Bao, Chunde|Li, Dangsheng|Li, Ningli"
18509865,"Campbell, Matthew|Kiang, Anna-Sophia|Kenna, Paul F|Kerskens, Christian|Blau, Christoph|O'Dwyer, Laurence|Tivnan, Amanda|Kelly, Julie Anne|Brankin, Brenda|Farrar, Gwyneth-Jane|Humphries, Peter"
12668968,"Shlomai, Amir|Shaul, Yosef"
15855653,"Smalley, Keiran S M|Brafford, Patricia|Haass, Nikolas K|Brandner, Johanna M|Brown, Eric|Herlyn, Meenhard"
16904228,"Friggi-Grelin, Florence|Rabouille, Catherine|Therond, Pascal"
18550814,"Sun, Y|Fang, Y|Yoon, M-S|Zhang, C|Roccio, M|Zwartkruis, F J|Armstrong, M|Brown, H A|Chen, J"
16150557,"Paschka, Adrian G|Horejschi, Volker|J&ouml;nsson, Franziska|Lindecke, Antje|Weier, Gero|Kaltschmidt, Christian|Lipps, Hans J"
17035293,"Furuhashi, Hirofumi|Nakajima, Mikage|Hirose, Susumu"
18182173,"Plohl, Miroslav|Luchetti, Andrea|Mestrovi&#263;, Nevenka|Mantovani, Barbara"
16756763,"Kim, Jinsu|Kim, Hyukmin|Lee, Yoonsoo|Yang, Kyungbae|Byun, Sangwon|Han, Kyuhyunng"
18264089,"Jiang, Jianming|Chan, Yun-Shen|Loh, Yuin-Han|Cai, Jun|Tong, Guo-Qing|Lim, Ching-Aeng|Robson, Paul|Zhong, Sheng|Ng, Huck-Hui"
15020054,"Matzke, Marjori|Aufsatz, Werner|Kanno, Tatsuo|Daxinger, Lucia|Papp, Istvan|Mette, M Florian|Matzke, Antonius J M"
14749715,"Kong, Xian Chu|Barzaghi, Patrizia|Ruegg, Markus A"
16805905,"Pruijn, Ger J M"
12431376,"Eckmann, Christian R|Kraemer, Brian|Wickens, Marvin|Kimble, Judith"
16601102,"Zegzouti, Hicham|Anthony, Richard G|Jahchan, Nadine|B&ouml;gre, L&aacute;szl&oacute;|Christensen, Sioux K"
15028237,"Zamore, Phillip D"
17158154,"Brenz Verca, M S|Weber, Peter|Mayer, Christine|Graf, Cornelia|Refojo, Dami&aacute;n|K&uuml;hn, Ralf|Grummt, Ingrid|Lutz, Beat"
17895432,"Arum, Oge|Johnson, Thomas E"
12914695,"Wang, Ying Jie|Wang, Jing|Sun, Hui Qiao|Martinez, Manuel|Sun, Yu Xiao|Macia, Eric|Kirchhausen, Tomas|Albanesi, Joseph P|Roth, Michael G|Yin, Helen L"
16527366,"Cook, Alan|Aptel, Nathalie|Portillo, Virginia|Siney, Elodie|Sihota, Rajinder|Holden-Dye, Lindy|Wolstenholme, Adrian"
12939266,"Nehrke, Keith"
16887810,"Bennasser, Yamina|Yeung, Man Lung|Jeang, Kuan-Teh"
15716352,"Novy, Michael|Pohn, Regina|Andorfer, Peter|Novy-Weiland, Tina|Galos, Barbara|Schwarzmayr, Ludwig|Rotheneder, Hans"
12783614,"Milner, Jo"
17108989,"Bumcrot, David|Manoharan, Muthiah|Koteliansky, Victor|Sah, Dinah W Y"
17215485,"Zarse, Kim|Schulz, Tim J|Birringer, Marc|Ristow, Michael"
17420285,"Hattori, Hidenori|Zhang, Xueqing|Jia, Yonghui|Subramanian, Kulandayan K|Jo, Hakryul|Loison, Fabien|Newburger, Peter E|Luo, Hongbo R"
18083837,"Slomovic, Shimyn|Schuster, Gadi"
2428924,"Nugent, M E|Smith, T J|Tacon, W C"
18362360,"Agranat, Lily|Raitskin, Oleg|Sperling, Joseph|Sperling, Ruth"
16895991,"Parakh, Tehnaz N|Hernandez, Jennifer A|Grammer, Jean C|Weck, Jennifer|Hunzicker-Dunn, Mary|Zeleznik, Anthony J|Nilson, John H"
12914675,"Dzitoyeva, Svetlana|Dimitrijevic, Nikola|Manev, Hari"
16642035,"Willoughby, Debbie|Wong, Wei|Schaack, Jerome|Scott, John D|Cooper, Dermot M F"
17051635,"Wu, Nan|Zhang, Wen|Yang, Yong|Liang, Yu-Long|Wang, Li-Ying|Jin, Jia-Wei|Cai, Xiu-Mei|Zha, Xi-Liang"
17600497,"Dotzlaf, Joe|Carpenter, John|Luo, Shuang|Miles, Rebecca R|Fisher, Deborah|Qian, Yue-Wei|Ehsani, Mariam|Wang, Xiliang|Lin, Aimin|McClure, Don B|Chen, Victor J|Zuckerman, Steven H"
18305005,"Budirahardja, Yemima|G&ouml;nczy, Pierre"
16895980,"Wright, Kevin J|Marr, Michael T|Tjian, Robert"
16855020,"Zhao, Lixia|Ku, Li|Chen, Yuntao|Xia, Mingjing|LoPresti, Patrizia|Feng, Yue"
12529643,"Ashrafi, Kaveh|Chang, Francesca Y|Watts, Jennifer L|Fraser, Andrew G|Kamath, Ravi S|Ahringer, Julie|Ruvkun, Gary"
15634407,"Ma, Jin-Ping|Zhan, Wen-Hua|Wang, Jian-Ping|Peng, Jun-Sheng|Gao, Jin-Song|Yin, Qin-Wei"
17657830,"Gou, Deming|Weng, Tingting|Wang, Yang|Wang, Zhixin|Zhang, Honghao|Gao, Li|Chen, Zhongming|Wang, Pengcheng|Liu, Lin"
18092005,"Marshall, Heather M|Ronen, Keshet|Berry, Charles|Llano, Manuel|Sutherland, Heidi|Saenz, Dyana|Bickmore, Wendy|Poeschla, Eric|Bushman, Frederic D"
12529635,"Kamath, Ravi S|Fraser, Andrew G|Dong, Yan|Poulin, Gino|Durbin, Richard|Gotta, Monica|Kanapin, Alexander|Le Bot, Nathalie|Moreno, Sergio|Sohrmann, Marc|Welchman, David P|Zipperlen, Peder|Ahringer, Julie"
11161560,"Bossinger, O|Klebes, A|Segbert, C|Theres, C|Knust, E"
15192024,"Leung, Wesley C Y|Lawrie, Allan|Demaries, Sandra|Massaeli, Hamid|Burry, Andrea|Yablonsky, Shmuel|Sarjeant, Jennifer M|Fera, Euridiki|Rassart, Eric|Pickering, J Geoffrey|Rabinovitch, Marlene"
17559512,"Lee, Mi-Hyun|Sano, Hiroshi"
18083796,"Chincinska, Izabela A|Liesche, Johannes|Kr&uuml;gel, Undine|Michalska, Justyna|Geigenberger, Peter|Grimm, Bernhard|K&uuml;hn, Christina"
