journ_id,formal_name
22282,International Research in the Business Disciplines
22283,International Review of Economics
22284,International Review of Environmental and Resource Economics
22285,International Review of Public Administration
22286,International Shipbuilding Progress
22287,International Social Security Review
22288,"International Speech Communication Association - 8th Annual Conference of the International Speech Communication Association, Interspeech 2007"
22289,International Studies in Sociology of Education
22290,International Studies in the Philosophy of Science
22291,"International Symposium on Code Generation and Optimization, CGO 2007"
22292,"International Symposium on Memory Management, ISMM"
22293,"International Symposium on Power Electronics, Electrical Drives, Automation and Motion, 2006. SPEEDAM 2006"
22294,"International Symposium on Underwater Technology, UT 2007 - International Workshop on Scientific Use of Submarine Cables and Related Technologies 2007"
22295,"International Telecommunication Union - Proceedings of the 1st ITU-T Kaleidoscope Academic Conference, Innovations in NGN, K-INGN"
22296,"International Topical Meeting on Microwave Photonics, MWP 2005"
22297,International Trade Journal
22298,"International Workshop and Tutorials on Electron Devices and Materials, EDM - Proceedings"
22299,International Workshop on Data Engineering for Wireless and Mobile Access
22300,International Workshop on Management of Pollutant Emission from Landfills and Sludge
22301,"International Workshop on System Level Interconnect Prediction, SLIP"
22302,International Zoo Yearbook
22303,Internet Electronic Journal of Molecular Design
22304,Internet Journal of Academic Physician Assistants
22305,Internet Journal of Advanced Nursing Practice
22306,"Internet Journal of Law, Healthcare and Ethics"
22307,"Internet Journal of Pain, Symptom Control and Palliative Care"
22308,Internet Reference Services Quarterly
22309,"INTERSPEECH 2006 and 9th International Conference on Spoken Language Processing, INTERSPEECH 2006 - ICSLP"
22310,Investigacion Cardiovascular
22311,Investigaciones Geograficas
22312,Investigaciones Marinas
22313,Investigaciones Regionales
22314,IPCS Concise International Chemical Assessment Documents
22315,"IPDPS Miami 2008 - Proceedings of the 22nd IEEE International Parallel and Distributed Processing Symposium, Program and CD-ROM"
22316,IPSN 2006: Fifth International Conference on Information Processing in Sensor Networks 2006
22317,IPSN 2007: Proceedings of the Sixth International Symposium on Information Processing in Sensor Networks
22318,IPT/EDT 2008 - Immersive Projection Technologies/Emerging Display Technologies Workshop
22319,"IQEC, International Quantum Electronics Conference Proceedings"
22320,IRAL - International Review of Applied Linguistics in Language Teaching
22321,Iranian Journal of Biotechnology
22322,Iranian Journal of Nuclear Medicine
22323,Iranian Journal of Pharmacology and Therapeutics
22324,IRBM News
22325,Irish Geography
22326,Irish Journal of Earth Sciences
22327,IRMMW-THz 2006 - 31st International Conference on Infrared and Millimeter Waves and 14th International Conference on Terahertz Electronics
22328,IRRIGA
22329,"ISA - The Instrumentation, Systems, and Automation Society - 17th Annual Joint ISA POWID/EPRI Controls and Instrumentation Conference and 50th Annual ISA POWID Symposium 2007"
22330,ISAHUC' 06 - Proceedings of 2006 International Symposium on Ad Hoc and Ubiquitous Computing
22331,ISAM 2007 - IEEE International Symposium on Assembly and Manufacturing
22332,"ISAPE 2008 - The 8th International Symposium on Antennas, Propagation and EM Theory Proceedings"
22333,ISCE'06 - Proceedings of the 5th ACM-IEEE International Symposium on Empirical Software Engineering
22334,ISCIT 2007 - 2007 International Symposium on Communications and Information Technologies Proceedings
22335,ISET Journal of Earthquake Technology
22336,ISI 2007: 2007 IEEE Intelligence and Security Informatics
22337,ISM 2006 - 8th IEEE International Symposium on Multimedia
22338,"ISNCC 2008: 9th Conference-Seminar, Proceedings of the International School on Nonsinusoidal Currents and Compensation"
22339,ISPA 2007 - Proceedings of the 5th International Symposium on Image and Signal Processing and Analysis
22340,ISPASS 2005 - IEEE International Symposium on Performance Analysis of Systems and Software
22341,"ISPASS 2006: IEEE International Symposium on Performance Analysis of Systems and Software, 2006"
22342,ISPASS 2007: IEEE International Symposium on Performance Analysis of Systems and Software
22343,ISPASS 2008 - IEEE International Symposium on Performance Analysis of Systems and Software
22344,ISPDC 2005: 4th International Symposium on Parallel and Distributed Computing
22345,Israel Economic Review
22346,Israel Journal of Ecology and Evolution
22347,Israel Journal of Entomology
22348,"ISSCS 2007 - International Symposium on Signals, Circuits and Systems, Proceedings"
22349,"ISSE 2006 - 29th International Spring Seminar on Electronics Technology: Nano Technologies for Electronics Packaging, Conference Proceedings"
22350,ISSE 2007 - 30th International Spring Seminar on Electronics Technology 2007; Conference Proceedings: Emerging Technologies for Electronics Packaging
22351,"ISSNIP 2008 - Proceedings of the 2008 International Conference on Intelligent Sensors, Sensor Networks and Information Processing"
22352,ISSTA'08: Proceedings of the 2008 International Symposium on Software Testing and Analysis 2008
22353,Issues in Educational Research
22354,Issues in Environmental Science and Technology
22355,Issues in Legal Scholarship
22356,IST 2005 - Proceedings of the 2005 IEEE International Workshop on Imaging Systems and Techniques
22357,IST 2006 - Proceedings of the 2006 IEEE International Workshop on Imagining Systems and Techniques
22358,IST 2008 - IEEE Workshop on Imaging Systems and Techniques Proceedings
22359,ISWCS'08 - Proceedings of the 2008 IEEE International Symposium on Wireless Communication Systems
22360,Italian Journal of Allergy and Clinical Immunology
22361,Italian Journal of Medicine
22362,Italian Oral Surgery
22363,"ITC and DC: Book of Proceedings of the 4th International Textile, Clothing and Design Conference - Magic World of Textiles"
22364,"ITHET 2005: 6th International Conference on Information Technology Based Higher Education and Training, 2005"
22365,"ITI 3rd International Conference on Information and Communications Technology, ICICT 2005 - Enabling Technologies for the New Knowledge Society"
22366,ITiCSE 2003 - Proceedings of the 8th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education
22367,ITiCSE06 - Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education
22368,"ITRE 2006 - 4th International Conference on Information Technology: Research and Education, Proceedings"
22369,"ITST 2006 - 2006 6th International Conference on ITS Telecommunications, Proceedings"
22370,"ITST 2007 - 7th International Conference on Intelligent Transport Systems Telecommunications, Proceedings"
22371,IVNC and IFES 2006 - Technical Digest - l9th International Vacuum Nanoelectronics Conference and 50th International Field Emission Symposium
22372,IWCMC 2006 - Proceedings of the 2006 International Wireless Communications and Mobile Computing Conference
22373,IWCMC 2007: Proceedings of the 2007 International Wireless Communications and Mobile Computing Conference
22374,IWCMC 2008 - International Wireless Communications and Mobile Computing Conference
22375,IWJT-2008 - Extended Abstracts 2008 International Workshop on Junction Technology
22376,IWSDA 07 - 3rd International Workshop on Signal Design and Its Applications in Communications
22377,"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti"
22378,Izvestiya Vysshikh Uchebnykh Zavedenij. Tsvetnaya Metallurgiya
22379,JAC: A Journal of Composition Theory
22380,Jahrbuch fur Regionalwissenschaft
22381,Jahrbuch fur Wirtschaftsgeschichte
22382,JAMS Journal of Acupuncture and Meridian Studies
22383,Japanese Dental Science Review
22384,Japanese Journal of Aerospace and Environmental Medicine
22385,Japanese Journal of Conservation Ecology
22386,Japanese Journal of Ichthyology
22387,Japanese Journal of Legal Medicine
22388,Japanese Magazine of Mineralogical and Petrological Sciences
22389,Jeoloji Muhendisligi Dergisi
22390,Jiangsu Daxue Xuebao (Ziran Kexue Ban) / Journal of Jiangsu University (Natural Science Edition)
22391,Jianzhu Cailiao Xuebao/Journal of Building Materials
22392,Jianzhu Jiegou Xuebao/Journal of Building Structures
22393,Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/ Journal of Transportation Systems Engineering and Information Technology
22394,Jiefangjun Ligong Daxue Xuebao/Journal of PLA University of Science and Technology (Natural Science Edition)
22395,Jiliang Xuebao/Acta Metrologica Sinica
22396,Jinshu Rechuli/Heat Treatment of Metals
22397,Jiqiren/Robot
22398,Jisuanji Yanjiu yu Fazhan/Computer Research and Development
22399,Joannea - Geologie und Palaontologie
22400,Joint Commission Perspectives on Patient Safety
22401,"Joint International Topical Meeting on Mathematics and Computations and Supercomputing in Nuclear Applications, M and C + SNA 2007"
22402,Joint Ninth WebKDD and First SNA-KDD 2007 Workshop on Web Mining and Social Network Analysis
22403,Jordan Journal of Applied Sciences - Natural Sciences
22404,Jordan Medical Journal
22405,Jornal Brasileiro de Patologia e Medicina Laboratorial
22406,Journal de Therapie Comportementale et Cognitive
22407,Journal Europeen d'Hydrologie
22408,Journal for Geometry and Graphics
22409,Journal for Studies in Economics and Econometrics
22410,Journal for Vascular Ultrasound
22411,Journal fur Betriebswirtschaft
22412,Journal fur Gynakologische Endokrinologie
22413,Journal of Academic Ethics
22414,Journal of Access Services
22415,Journal of Accounting Education
22416,Journal of Acupuncture and Tuina Science
22417,Journal of Advanced Manufacturing Systems
22418,Journal of Advanced Perioperative Care
22419,Journal of African Business
22420,Journal of Aging and Pharmacotherapy
22421,Journal of Agricultural and Food Industrial Organization
22422,"Journal of Agriculture and Rural Development in the Tropics and Subtropics, Supplement"
22423,Journal of Agronomy
22424,Journal of Alternative Investments
22425,"Journal of Animal Breeding and Genetics, Supplement"
22426,Journal of Applied and Industrial Mathematics
22427,Journal of Applied Biological Chemistry
22428,Journal of Applied Cosmetology
22429,Journal of Applied Mathematics and Decision Sciences
22430,Journal of Applied Mathematics and Stochastic Analysis
22431,Journal of Applied School Psychology
22432,Journal of Applied Sciences
22433,Journal of Applied Social Science
22434,Journal of Applied Sociology
22435,Journal of Asian Business
22436,Journal of Asian Pacific Communication
22437,Journal of Asia-Pacific Business
22438,Journal of Atmospheric and Ocean Science
22439,Journal of Autoimmune Diseases
22440,Journal of Beijing Institute of Clothing Technology (Natural Science Edition)
22441,Journal of Bioeconomics
22442,Journal of Biological Research
22443,Journal of Biological Sciences
22444,Journal of Biomedical Discovery and Collaboration
22445,Journal of Bionanoscience
22446,Journal of Bisexuality
22447,Journal of Brachial Plexus and Peripheral Nerve Injury
22448,Journal of Business and Finance Librarianship
22449,Journal of Business Communication
22450,Journal of Business Strategy
22451,Journal of Cancer Integrative Medicine
22452,Journal of Cancer Molecules
22453,Journal of Cancer Survivorship
22454,Journal of Cardiothoracic-Renal Research
22455,Journal of Cardiovascular Computed Tomography
22456,Journal of Cell and Molecular Biology
22457,Journal of Cell Communication and Signaling
22458,Journal of Central European Agriculture
22459,Journal of Cetacean Research and Management
22460,Journal of Chemical Health and Safety
22461,Journal of Child and Adolescent Mental Health
22462,Journal of Child Custody
22463,Journal of Children's Orthopaedics
22464,Journal of China Universities of Posts and Telecommunications
22465,Journal of China University of Petroleum (Edition of Natural Science)
22466,Journal of Chinese Integrative Medicine
22467,Journal of Chiropractic Medicine
22468,Journal of Circadian Rhythms
22469,Journal of Classical Sociology
22470,Journal of Clinical Dermatology
22471,Journal of Clinical Rehabilitative Tissue Engineering Research
22472,Journal of Clinical Research
22473,Journal of Coatings Technology Research
22474,Journal of Cognition and Culture
22475,Journal of College Student Psychotherapy
22476,"Journal of College Student Retention: Research, Theory and Practice"
22477,Journal of Commonwealth Law and Legal Education
22478,Journal of Communication Inquiry
22479,Journal of Community Nursing
22480,Journal of Community Practice
22481,Journal of Complementary and Integrative Medicine
22482,Journal of Computational Methods in Sciences and Engineering
22483,Journal of Computer Science
22484,Journal of Conflict and Security Law
22485,Journal of Conflict Archaeology
22486,Journal of Construction Research
22487,Journal of Consumer Health on the Internet
22488,Journal of Consumer Policy
22489,Journal of Contemporary European Studies
22490,Journal of Contemporary Religion
22491,Journal of Contingencies and Crisis Management
22492,Journal of Control Science and Engineering
22493,Journal of Control Theory and Applications
22494,Journal of Convention and Event Tourism
22495,Journal of Correctional Health Care
22496,Journal of cosmetic dermatology
22497,Journal of Couple and Relationship Therapy
22498,Journal of Creativity in Mental Health
22499,Journal of Criminal Justice and Popular Culture
22500,Journal of Criminal Justice Education
22501,Journal of Cross-Cultural Gerontology
22502,Journal of Culinary Science and Technology
22503,Journal of Cultural Geography
22504,"Journal of Dermatological Science, Supplement"
22505,Journal of Developing Societies
22506,Journal of Developmental Entrepreneurship
22507,Journal of Diabetes Nursing
22508,Journal of Diagnostic Radiography and Imaging
22509,Journal of Dietary Supplements
22510,Journal of Digital Forensic Practice
22511,Journal of Digital Information Management
22512,Journal of Drug Assessment
22513,Journal of Early Childhood Literacy
22514,Journal of Early Childhood Research
22515,Journal of Ecology and Field Biology
22516,Journal of Economic Cooperation Among Islamic Countries
22517,Journal of Economic Theory and Econometrics
22518,Journal of Ecotourism
22519,Journal of Education and Human Development
22520,Journal of Education Finance
22521,Journal of Educational Change
22522,Journal of Educational Enquiry
22523,Journal of Educational Media and Library Science
22524,Journal of Educational Thought
22525,Journal of E-Government
22526,Journal of Electrical Engineering
22527,Journal of Electronic Publishing
22528,Journal of Electronic Resources in Medical Libraries
22529,Journal of Electronics
22530,"Journal of Emergency Medicine, Trauma and Acute Care"
22531,Journal of Empirical Generalisations in Marketing Science
22532,Journal of Energy Engineering
22533,Journal of Entomology
22534,Journal of Environmental Law and Litigation
22535,Journal of Epilepsy and Clinical Neurophysiology
22536,Journal of Equine Science
22537,Journal of Ethics
22538,Journal of Ethnic and Cultural Diversity in Social Work
22539,Journal of Ethnicity in Criminal Justice
22540,Journal of Ethnobiology and Ethnomedicine
22541,Journal of Evidence-Based Social Work
22542,Journal of Evolutionary Psychology
22543,Journal of Experimental Algorithmics
22544,Journal of Experimental and Clinical Assisted Reproduction
22545,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology
22546,Journal of Family Social Work
22547,Journal of Feminist Family Therapy
22548,Journal of Fixed Income
22549,Journal of Food Science Education
22550,Journal of Foodservice Business Research
22551,Journal of Forensic and Legal Medicine
22552,Journal of Forensic Neuropsychology
22553,Journal of Forensic Odonto-Stomatology
22554,Journal of Forestry Research
22555,Journal of Gang Research
22556,Journal of Gay and Lesbian Issues in Education
22557,Journal of Gay and Lesbian Psychotherapy
22558,Journal of Gay and Lesbian Social Services
22559,Journal of General Management
22560,Journal of Geosciences
22561,Journal of Geriatric Cardiology
22562,Journal of Geriatric Physical Therapy
22563,Journal of Graph Algorithms and Applications
22564,Journal of Groups in Addiction and Recovery
22565,Journal of Gynecologic Oncology Nursing
22566,Journal of Hand Surgery: European Volume
22567,Journal of High Technology Management Research
22568,Journal of HIV/AIDS Prevention in Children and Youth
22569,Journal of Hospital Librarianship
22570,Journal of Hospital Marketing and Public Relations
22571,Journal of Hospitality and Leisure Marketing
22572,Journal of Human Resources in Hospitality and Tourism
22573,Journal of Human Values
22574,Journal of Hunger and Environmental Nutrition
22575,Journal of Hydrology New Zealand
22576,Journal of Ichthyology
22577,Journal of Immune Based Therapies and Vaccines
22578,Journal of Income Distribution
22579,Journal of Indian Association for Child and Adolescent Mental Health
22580,"Journal of Industry, Competition and Trade"
22581,Journal of Infection and Public Health
22582,Journal of Inflammation
22583,Journal of Inorganic and Organometallic Polymers and Materials
22584,Journal of Insect Biotechnology and Sericology
22585,Journal of In-Service Education
22586,Journal of Instruction-Level Parallelism
22587,Journal of Integrated Circuits and Systems
22588,"Journal of Intellectual Disability Research, Supplement"
22589,Journal of Intelligent Systems
22590,Journal of Interactive Learning Research
22591,Journal of Interactive Online Learning
22592,Journal of Interconnection Networks
22593,Journal of Interdisciplinary Economics
22594,Journal of Intergenerational Relationships
22595,"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve"
22596,"Journal of International Accounting, Auditing and Taxation"
22597,Journal of International Consumer Marketing
22598,Journal of International Entrepreneurship
22599,Journal of International Financial Management and Accounting
22600,Journal of International Migration and Integration
22601,Journal of International Wildlife Law and Policy
22602,Journal of Internet Cataloging
22603,Journal of Internet Commerce
22604,Journal of Interventional Radiology
22605,Journal of Island and Coastal Archaeology
22606,Journal of Korean Institute of Metals and Materials
22607,Journal of Land Use Science
22608,Journal of Landscape Ecology
22609,Journal of Latin American Geography
22610,Journal of Leadership and Organizational Studies
22611,Journal of Leukemia and Lymphoma
22612,Journal of LGBT Health Research
22613,Journal of LGBT Issues in Counseling
22614,Journal of Library Administration
22615,Journal of Light and Visual Environment
22616,Journal of Location Based Services
22617,"Journal of Logic, Language and Information"
22618,Journal of Low Power Electronics
22619,Journal of Maintenance in the Addictions
22620,Journal of Management Education
22621,Journal of Map and Geography Libraries
22622,Journal of Marine Science and Application
22623,Journal of Marketing Channels
22624,Journal of Marketing Communications
22625,Journal of Marketing for Higher Education
22626,Journal of Marketing Theory and Practice
22627,Journal of Mathematics and Statistics
22628,Journal of Medical Case Reports
22629,Journal of Medical Economics
22630,Journal of Medical Humanities
22631,Journal of Medical Imaging and Radiation Sciences
22632,Journal of Medical Licensure and Discipline
22633,Journal of Medical Marketing
22634,Journal of Medical Physics
22635,Journal of Mediterranean Archaeology
22636,"Journal of Micro/ Nanolithography, MEMS, and MOEMS"
22637,Journal of Microelectronics and Electronic Packaging
22638,Journal of Micromechatronics
22639,Journal of Microwaves and Optoelectronics
22640,Journal of Molecular Signaling
22641,Journal of Moral Philosophy
22642,Journal of Multicultural Nursing and Health
22643,Journal of Muslim Mental Health
22644,Journal of Nanobiotechnology
22645,Journal of Negative Results in BioMedicine
22646,Journal of Neonatal Nursing
22647,Journal of Neuro-AIDS
22648,Journal of Neurological Sciences
22649,Journal of Neuropathic Pain and Symptom Palliation
22650,Journal of Nonprofit and Public Sector Marketing
22651,Journal of Nuclear Materials Management
22652,Journal of Nursing
22653,Journal of Occupational Medicine and Toxicology
22654,Journal of Occupational Science
22655,Journal of Ocean University of China
22656,Journal of Oncology Practice
22657,Journal of opioid management
22658,Journal of Oral Biosciences
22659,Journal of Organ Dysfunction
22660,Journal of Orthopaedic Surgery and Research
22661,Journal of Outcomes Research
22662,Journal of Patient Safety
22663,Journal of Peacebuilding and Development
22664,Journal of Pediatric Infectious Diseases
22665,Journal of Pediatric Neurology
22666,Journal of Pediatric Neurosciences
22667,Journal of Personnel Evaluation in Education
22668,Journal of Pharmaceutical Innovation
22669,Journal of Pharmaceutical Marketing and Management
22670,Journal of Pharmacology and Toxicology
22671,Journal of Pharmacy Teaching
22672,Journal of Phenomenological Psychology
22673,Journal of Physical Activity and Health
22674,"Journal of Plant Diseases and Proctectio, Supplement"
22675,"Journal of Plant Diseases and Proctection, Supplement"
22676,Journal of Plant Interactions
22677,Journal of Plant Sciences
22678,Journal of Plastic Dermatology
22679,Journal of Police Crisis Negotiations
22680,Journal of Policy Practice
22681,Journal of Politeness Research
22682,Journal of Political Ideologies
22683,Journal of Political Marketing
22684,Journal of Population Research
22685,Journal of Positive Psychology
22686,Journal of Poverty
22687,Journal of Preventive Medicine and Hygiene
22688,Journal of Private Equity
22689,Journal of Progressive Human Services
22690,Journal of Promotion Management
22691,Journal of Property Research
22692,Journal of Psychiatry and Law
22693,Journal of Psychology and Human Sexuality
22694,Journal of Public Affairs
22695,Journal of Public Child Welfare
22696,Journal of Public Deliberation
22697,Journal of Public Policy
22698,Journal of Pure and Applied Microbiology
22699,Journal of Quality Assurance in Hospitality and Tourism
22700,Journal of Radiology Nursing
22701,Journal of Radiotherapy in Practice
22702,Journal of Real Estate Literature
22703,Journal of Real Estate Practice and Education
22704,Journal of Regional Analysis and Policy
22705,Journal of Relationship Marketing
22706,Journal of Religion and Spirituality in Social Work
22707,"Journal of Religion, Disability and Health"
22708,"Journal of Religion, Spirituality and Aging"
22709,Journal of Renal Care
22710,Journal of Research in Childhood Education
22711,Journal of Research in International Education
22712,Journal of Research in Nursing
22713,Journal of Research in Special Educational Needs
22714,Journal of Residuals Science and Technology
22715,Journal of Robotic Surgery
22716,Journal of Roman Archaeology
22717,Journal of Rural Cooperation
22718,Journal of Scandinavian Studies in Criminology and Crime Prevention
22719,Journal of School Choice
22720,Journal of School Violence
22721,Journal of Science Teacher Education
22722,Journal of Shanghai Medical University
22723,Journal of Shanghai University
22724,Journal of Signal Processing Systems
22725,Journal of Simulation
22726,Journal of Social Development in Africa
22727,Journal of Social Work
22728,Journal of Social Work in Disability and Rehabilitation
22729,Journal of Social Work in End-of-Life and Palliative Care
22730,Journal of Social Work Practice in the Addictions
22731,"Journal of Social, Political, and Economic Studies"
22732,Journal of Spatial Hydrology
22733,Journal of Speech-Language Pathology and Audiology
22734,Journal of Surface Investigation
22735,Journal of Systems Science and Complexity
22736,Journal of Taiwan Society of Naval Architects and Marine Engineers
22737,Journal of Teaching in International Business
22738,Journal of Teaching in Social Work
22739,Journal of Teaching in the Addictions
22740,Journal of Teaching in Travel and Tourism
22741,Journal of Technical Writing and Communication
22742,Journal of Technology Education
22743,Journal of Technology Management and Innovation
22744,"Journal of Technology, Learning, and Assessment"
22745,Journal of Textile Engineering
22746,Journal of the Association of Information Systems
22747,Journal of the Australasian Ceramic Society
22748,Journal of the Australian Ceramic Society
22749,Journal of the Botanical Research Institute of Texas
22750,Journal of the Brazilian Computer Society
22751,Journal of the Canadian Academy of Child and Adolescent Psychiatry
22752,Journal of the Chinese Institute of Civil and Hydraulic Engineering
22753,Journal of the European Optical Society
22754,Journal of the Geodetic Society of Japan
22755,Journal of the ICRU
22756,Journal of the Institution of Engineers (India): Chemical Engineering Division
22757,Journal of the Japanese Physical Therapy Association
22758,Journal of the Korean Ceramic Society
22759,Journal of the Korean Chemical Society
22760,Journal of the Korean Industrial and Engineering Chemistry
22761,Journal of the Korean Society of Food Science and Nutrition
22762,Journal of the Liaquat University of Medical and Health Sciences
22763,Journal of the Nepal Medical Association
22764,Journal of the Osaka City Medical Center
22765,Journal of the Society for Integrative Oncology
22766,Journal of the Wakayama Medical Society
22767,Journal of Theoretical and Applied Electronic Commerce Research
22768,Journal of Transformative Education
22769,Journal of Transnational Management
22770,Journal of Transport History
22771,Journal of Transportation Systems Engineering and Information Technology
22772,Journal of Trauma Practice
22773,Journal of Travel and Tourism Marketing
22774,Journal of Tropical Agriculture
22775,Journal of Ultrasound
22776,Journal of Undergraduate Neuroscience Education
22777,Journal of Urban Design
22778,Journal of Vegetable Science
22779,Journal of Veterinary Cardiology
22780,Journal of Veterinary Clinics
22781,Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia
22782,Journal of Visual Anthropology
22783,Journal of Wealth Management
22784,Journal of Whiplash and Related Disorders
22785,Journal of Wine Research
22786,Journal of Women and Minorities in Science and Engineering
22787,Journal of Workplace Behavioral Health
22788,Journal of Zhejiang University: Science A
22789,Journal on Chain and Network Science
22790,Journalism
22791,Jurnal Ekonomi Malaysia
22792,Jurnal Pengurusan
22793,Kardiologiia
22794,Kasetsart Journal - Natural Science
22795,Kasetsart Journal - Social Sciences
22796,K-CAP'07: Proceedings of the Fourth International Conference on Knowledge Capture
22797,Key Issues in Mental Health
22798,"KIM - Komplementare und Integrative Medizin, Artztezeitschrift fur Naturheilverfahren"
22799,Kinesitherapie
22800,Kinetoplastid Biology and Disease
22801,"King Fahd University of Petroleum and Minerals, Research Institute - Annual Catalysts in Petroleum Refining and Petrochemicals Symposium Papers"
22802,"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan"
22803,"Klinichna khirurhiia / Ministerstvo okhorony zdorov'ia Ukrainy, Naukove tovarystvo khirurhiv Ukrainy"
22804,Klinicka Imunologia a Alergologia
22805,KOBELCO Technology Review
22806,Korean Circulation Journal
22807,Korean Journal of Materials Research
22808,Korean Journal of Microbiology
22809,"KpbiMuKo 2008 CriMiCo - 18th International Crimean Conference Microwave and Telecommunication Technology, Conference Proceedings"
22810,"Krankenhauspsychiatrie, Supplement"
22811,Kung Cheng Je Wu Li Hsueh Pao/Journal of Engineering Thermophysics
22812,Kunststoffe International
22813,Kwartalnik Geologiczny
22814,Kyungpook Mathematical Journal
22815,Labor Studies Journal
22816,Laboratory Techniques in Biochemistry and Molecular Biology
22817,"Labour, Capital and Society"
22818,Laimburg Journal
22819,Landschap
22820,Langage et Societe
22821,Langages
22822,Language Learning Journal
22823,Languages in Contrast
22824,LANMAN 2007 - Proceedings of the 2007 15th IEEE Workshop on Local and Metropolitan Area Networks
22825,Larmbekampfung
22826,Laser and Photonics Reviews
22827,Laser Metrology and Machine Performance VI
22828,Latin American Business Review
22829,Law and Contemporary Problems
22830,Law and Critique
22831,Law and History Review
22832,Learning Environments Research
22833,Learning Inquiry
22834,Lecture Notes in Applied and Computational Mechanics
22835,Lecture Notes in Earth Sciences
22836,Lecture Notes in Physics
22837,Legal Reference Services Quarterly
22838,Les Houches Summer School Proceedings
22839,LESCOPE'06: 2006 Large Engineering Systems Conference on Power Engineering - Conference Proceedings
22840,LESCOPE'07 - 2007 Large Engineering Systems Conference on Power Engineering
22841,Lettre de Medecine Physique et de Readaptation
22842,Levant
22843,Library Management
22844,Library Philosophy and Practice
22845,Libres
22846,Libri Oncologici
22847,Lighting Design and Application: LD and A
22848,Limosa
22849,Linguistic Typology
22850,Linguistics and Language Compass
22851,Liverpool Law Review
22852,Livestock Environment VIII - Proceedings of the 8th International Symposium
22853,Lixue Xuebao/Chinese Journal of Theoretical and Applied Mechanics
22854,Local Population Studies
22855,Logica Universalis
22856,London Journal
22857,London Review of Education
22858,Lowland Technology International
22859,LPN
22860,Lua Nova
22861,Lundqua Thesis
22862,LWT - Food Science and Technology
22863,"Machine Learning for Signal Processing 17 - Proceedings of the 2007 IEEE Signal Processing Society Workshop, MLSP"
22864,Machine Translation
22865,Madencilik
22866,Magnesium Technology 2004
22867,Magyar Pszichologiai Szemle
22868,Magyar Urologia
22869,Mainzer Geowissenschaftliche Mitteilungen
22870,Malaysian Family Physician
22871,Malaysian Forester
22872,Malaysian Journal of Economic Studies
22873,Malaysian Journal of Medicine and Health Sciences
22874,Malaysian Journal of Nutrition
22875,Malaysian Journal of Science
22876,Malta Medical Journal
22877,Managed Care Pharmacy Update
22878,Management
22879,Management and Organizational History
22880,Management in Education
22881,Managing and Leading: 52 Lessons Learned for Engineers
22882,Manufacturing Systems
22883,"MAPE2005: IEEE 2005 International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications, Proceedings"
22884,Marine Fisheries Review
22885,Mass Communication Research
22886,Mastozoologia Neotropical
22887,Matematica nella Societa e nella Cultura
22888,"Materials and Technologies - 4th International Conference on Materials and Manufacturing Technologies, MATEHN'06"
22889,"Materials Science and Technology Conference and Exhibition, MS and T'07 - ""Exploring Structure, Processing, and Applications Across Multiple Materials Systems"""
22890,"Materials Science and Technology Conference and Exhibition, MS and T'08"
22891,Mathematical Medicine and Biology
22892,Mathematical Physics Electronic Journal
22893,Mathematics and Financial Economics
22894,Mathematics in Computer Science
22895,Mathematics in Science and Engineering
22896,Matronas Profesion
22897,MCB Molecular and Cellular Biomechanics
22898,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings e-Commerce 2008
22899,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Computer Graphics and Visualization 2008 and Gaming 2008: Design for Engaging Experience Soc. Interaction
22900,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of e-Learning 2008
22901,"MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of ICT, Society and Human Beings 2008"
22902,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Informatics 2008 and Data Mining 2008
22903,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Intelligent Systems and Agents 2008
22904,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Interfaces and Human Computer Interaction 2008
22905,"MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of Wireless Applications and Computing 2008 and Telecommunications, Networks and Systems 2008"
22906,Measurement in Physical Education and Exercise Science
22907,Measuring Business Excellence
22908,"Meddelanden fran Lunds Universitets Geografiska Institutioner, Avhandlingar"
22909,Medecine des Maladies Metaboliques
22910,Medecine du Sommeil
22911,Medecine Palliative
22912,Medecine Therapeutique Endocrinologie et Reproduction
22913,Medecine Therapeutique Medecine de la Reproduction
22914,"Media, War and Conflict"
22915,Medical Anthropology: Cross Cultural Studies in Health and Illness
22916,Medical Device Materials III - Proceedings of the Materials and Processes for Medical Devices Conference 2005
